id,migration_status,migration_reasoning
13402,non_migrated,Worked as librarian and writer in Cherkasy; no indication of emigration.
13404,non_migrated,Painter based in Luhansk/Kharkiv region; active in Ukrainian exhibitions with no emigration signal.
13407,non_migrated,Kyiv-born graphic artist; member NSHU; career entirely in Ukraine.
13408,non_migrated,Graphic artist born and working in Ukraine; no emigration indicated.
13409,non_migrated,Choral conductor with honours from Ukraine and Poland; based in Zhytomyr.
13410,non_migrated,Singer-bass and pedagogue; career entirely at institutions in Ukraine.
13411,non_migrated,Art historian; chaired Volyn branch of union; career in Ukraine.
13415,non_migrated,Choral director; graduated Kyiv Conservatory and worked in Ukraine throughout.
13419,deported,Born in Tashkent as Crimean Tatar — family deported by Soviet state; later returned and worked in Crimea/Ukraine.
13420,deported,Born in Tashkent as Crimean Tatar — family deported by Soviet state; later returned to Ukraine and worked there.
13425,non_migrated,Journalist and prose writer; career in Ivano-Frankivsk region; no emigration signal.
13427,non_migrated,Born in Potsdam Germany; studied and built career at Kyiv Operetta Theatre from 1992 onward.
13429,non_migrated,Theatre artist and pedagogue; career entirely in Lviv and Kyiv institutions.
13430,non_migrated,Singer; graduated Kyiv and worked in Ukrainian chamber ensembles.
13431,non_migrated,Soprano; received Shevchenko National Prize; career at Kyiv opera institutions.
13432,non_migrated,Baritone singer and pedagogue; career at Kyiv institutions; no emigration signal.
13433,non_migrated,Artist specialising in decorative glass; career in Lviv until 2000.
13434,non_migrated,Graphic artist born in Russian Republic; studied in Leningrad; member of Ukrainian union; appears settled in Ukraine.
13435,non_migrated,Painter; graduated Odesa and career in Ukrainian exhibitions.
13438,non_migrated,Poet based in Khmelnytskyi region; career and awards entirely in Ukraine.
13439,non_migrated,Actor; graduated Tulchyn and worked in Kyiv musical-drama theatre from 1991.
13440,non_migrated,Writer; career in Odesa on Ukrainian enterprises; member NSPHU.
13443,non_migrated,Painter and art historian; career in Zaporizhzhia region with Ukrainian prizes.
13448,migrated,Born in Kula Serbia; studied in Kyiv but career as Rusyn theatre director and actor based in Serbia (non-Soviet country).
13452,non_migrated,Literary scholar; doctor of sciences; career in Kyiv universities throughout.
13454,non_migrated,Poet and literary scholar; taught school in Ternopil region; no emigration signal.
13455,non_migrated,Musicologist born in Kursk RF; graduated Kyiv Conservatory and career in Ukrainian institutions.
13456,non_migrated,Musicologist and music critic; career at Lviv music school since 1984.
13459,non_migrated,Painter born in Khabarovsk RF; career entirely in Donetsk art institutions.
13460,non_migrated,Painter born in Perm region RF; graduated Kyiv; career in Ukraine.
