id,name,birth_year,birth_city,profession,bio_text
5318,Дементьєв Віктор  Васильович,1941.0,"с. Берестове, нині Бердян. р-ну Запоріз. обл.",живописець,"(23. 05. 1941, с. Берестове, нині Бердян. р-ну Запоріз. обл.) – живописець. Член НСХУ (1998). Закін. Моск. заоч. нар. університет мистецтв (1971; викл. А. Гросицький). Учителював (1973–78); від 1978 – на Донец...."
5320,Демиденко Андрій Петрович,1951.0,"с. Мартиновичі Поліс. р-ну Київ. обл., нині у зоні відчуження",поет-пісняр,"(12. 06. 1951, с. Мартиновичі Поліс. р-ну Київ. обл., нині у зоні відчуження) – поет-пісняр, сценарист, фольклорист, перекладач. Професор (2000). Народний артист України (2001). Ордени «За заслуги» 3-го (1997),..."
5321,Демиденко Олександр Іванович,1952.0,Запоріжжя,живописець,"(16. 01. 1952, Запоріжжя) – живописець. Заслужений художник України (2004). Член НСХУ (1985). Закін. Харків. худож.-пром. інститут (1978; викл. С. Бесєдін, А. Константинопольський, Б. Косарев). Відтоді..."
5325,Демська-Будзуляк Леся Мар’янівна,1972.0,м. Борислав Львів. обл.,письменниця,"(24. 02. 1972, м. Борислав Львів. обл.) – письменниця, літературознавець, перекладачка. Дочка М. Демського. Член АУП (1999). Кандидат філологічних наук (2000). Закін. Львівський університет (1994). Працювала..."
5328,Демцю Михайло Іванович,1953.0,с. Круковець Самбір. р-ну Львів. обл.,живописець і графік,"(02. 01. 1953, с. Круковець Самбір. р-ну Львів. обл.) – живописець і графік. Народний художник України (2009). Заслужений діяч мистецтв України (2003). 3-я премія Всеукр. трієнале живопису (2001), 1-а премія..."
5330,Демченко Євгенія Петрівна,1937.0,Київ,мистецтвознавець і дизайнер,"(18. 11. 1937, Київ) – мистецтвознавець і дизайнер. Дружина В. Шлейова. Канд. мистецтвознавства (1973). Член НСХУ (1978). Закін. Львів. технікум легкої промисловості (1963), Моск. технол. інститут місц...."
5331,Демченко Лариса  Олександрівна,1974.0,Київ,живописець,"(01. 03. 1974, Київ) – живописець. Дочка Олександра, онука Петра Демченків. Закін. Держ. художню середню школу ім. Т. Шевченка (викл. О. Дроздова, Є. Мухоїд), АМ П. Ваннуччі у м. Перуджа (Італія, 1996; викл...."
5332,Демченко Ніна Михайлівна,1977.0,с. Велика Снітинка Фастів. р-ну Київ. обл.,прозаїк,"(05. 09. 1977, с. Велика Снітинка Фастів. р-ну Київ. обл.) – прозаїк. Член НСПУ (2004). Закін. Київський університет (2006). Працювала бібліотекарем Наук. б-ки ім. М. Максимовича Київ. університету (1994–2003);..."
5334,Демченко Олександр Миколайович,1965.0,Харків,скульптор,"(22. 07. 1965, Харків) — скульптор.Член НСХУ (2013).Закінчив відділення скульптури Харківського художнього училища (1984) таХарківського художньо-промислового інституту (1991; викладач П...."
5336,Демченко Віталій Григорович,1937.0,м. Мерефа Харків. р-ну Харків. обл.,поет,"(07. 11. 1937, м. Мерефа Харків. р-ну Харків. обл.) – поет. Член НСПУ (1974). Закін. Чернів. університет (1960). Учителював на Донбасі й Буковині (1960–63); працював прохідником у геол. пошук. партіях Сибіру й..."
5339,Демчишин Ростислав Петрович,1948.0,Львів,композитор,"(02. 10. 1948, Львів) – композитор, диригент. Чоловік О. Боровець-Демчишиної. Заслужений діяч мистецтв України (2009). Член НСКУ (2007). Закін. Львів. консерваторію (1988; кл. оперно-симф. диригування М...."
5340,Демчук Галина Олексіївна,1938.0,с. Великі Деревичі Любар. р-ну Житомир. обл.,співачка (мецосопрано),"(30. 03. 1938, с. Великі Деревичі Любар. р-ну Житомир. обл.) – співачка (мецосопрано). Заслужений артист УРСР (1982). Закін. Львів. консерваторію (1964; викл. О. Ахматова). У 1969–98 – арт. хору Нац. опери..."
5344,Демчук Юрій  Васильович,1937.0,с. Телешівка Рокитнян. р-ну Київ. обл.,співак (бас),"(25. 05. 1937, с. Телешівка Рокитнян. р-ну Київ. обл.) – співак (бас), бандурист. Заслужений артист УРСР (1969). Лауреат Міжнар. конкурсу в Болгарії (1968), фестивалю молоді та студентів (1969; обидва – Софія,..."
5345,Денбновецька Вікторія Станіславівна,1969.0,Київ,живописець і графік,"(26. 01. 1969, Київ) – живописець і графік. Дочка С. Денбновецького, онука К. Лундишева. Член НСХУ (1994). Відзнака за кращу відеоінсталяцію 3-го міжнар. фестивалю мистецтв у Маґдебурзі (Німеччина, 2003)...."
5346,Денега Галина Василівна,1949.0,с. Бенева Теребовлян. р-ну Терноп. обл.,живописець,"(02. 01. 1949, с. Бенева Теребовлян. р-ну Терноп. обл.) – живописець. Дружина П. Шпорчука. Мистецтву навч. у чоловіка. Закін. Івано-Фр. Інститут нафти і газу (1977). Працювала 1977–98 інж. Терноп. ВО «Ватра»...."
5347,Денисенко Валентина Тадеївна,1920.0,"м. Макіївка, нині Донец. обл.",співачка (сопрано),"(14. 02. 1920, м. Макіївка, нині Донец. обл.) – співачка (сопрано). Навч. у Львів. консерваторії (1946–48; кл. вокалу О. Ахматової). Артистичну діяльність розпочала 1944 в муз.-драм. театрі у м. Проскурів..."
5348,Денисенко Віталій  Іванович,1955.0,с. Більмачівка Бахмац. р-ну Черніг. обл.,режисер,"(24. 07. 1955, с. Більмачівка Бахмац. р-ну Черніг. обл.) – режисер. Заслужений діяч мистецтв України (1992). Закін. Київ. інститут театр. мистецтва (1986; викл. В. Судьїн). Відтоді працював гол. реж. Запоріз...."
