id,migration_status,migration_reasoning
5808,non_migrated,Writer based in Khust; career entirely within Ukraine with Ukrainian prizes and membership.
5812,non_migrated,Graphic artist who studied and worked in Kyiv and Ukrainian institutions throughout career.
5813,non_migrated,Pianist based in Lviv; career entirely within Ukrainian SSR/Ukraine.
5817,non_migrated,Musicologist who studied and worked in Lviv and Volyn universities in Ukraine.
5819,non_migrated,Conductor based in Lviv; career within Ukraine after graduating Lviv Higher Music Institute.
5823,non_migrated,Artist born in Saratov (Russia) but worked as artist for Ukrainian journals in Kyiv from 1961.
5826,unknown,Singer born ~1875 in Ukraine; performed in Moscow and various Russian/Siberian cities; fate after early career unclear.
5831,non_migrated,Baritone based in Kyiv; studied at Kyiv Conservatory and career within Ukrainian SSR.
5833,non_migrated,Musicologist who studied in Kharkiv and worked at Sumy pedagogical institutions throughout career.
5834,non_migrated,Actor and director based in Lviv; career entirely within Ukraine with Ukrainian awards.
5836,non_migrated,Director born in Perm (Russia); graduated Kharkiv Institute of Culture 1991 and worked there from 1993 onwards.
5837,non_migrated,Decorative glass artist who studied in Lviv and worked in Ukraine throughout career.
5838,non_migrated,Easter egg artist based in Rivne; career entirely within Ukraine with Ukrainian awards.
5839,non_migrated,Art historian who studied in Leningrad but career was in Ukrainian institutions.
5840,non_migrated,Sculptor born in Polotsk (Belarus); studied at Kyiv Art Institute and career based in Ukraine.
5848,non_migrated,Composer and educator based in Lviv; studied in Kharkiv and Kyiv and worked in Ukrainian institutions.
5849,unknown,Painter born 1874 in Kharkiv region; active 1893-1906 in Kharkiv art circles; no further information given.
5851,non_migrated,Lyric baritone born in Gorky (Russia); studied at Kyiv Conservatory 1974 and career within Ukraine.
5852,non_migrated,Poet born in Zaporizhzhia region; studied and lived in Ukraine; taught in Kyiv region.
5853,internal_transfer,Decorative art artist who became member of both NSKU Ukraine and Artists Union of Moldova; worked in Moldova (Soviet republic).
5855,non_migrated,Graphic artist based in Kaniv/Kyiv area; studied at Kyiv Art Institute and worked in Ukraine.
5859,non_migrated,Coloratura soprano born in Vladivostok (Russia); worked in Novosibirsk 1974-95 but then settled in Ukraine (Kyiv); substantial adult life in Ukraine post-1995.
5860,non_migrated,Painter based in Kryvyi Rih and Zaporizhzhia; career entirely within Ukraine.
5862,non_migrated,Pop singer and educator from Makiivka; studied in Kharkiv and career based in Ukraine.
5865,non_migrated,Actor born in Kyiv; career in Odesa and Riga theatres within Soviet sphere; no Western emigration noted.
5866,non_migrated,Painter born in Kyiv; studied at Kyiv Art Institute and career entirely within Ukraine.
5869,non_migrated,Sculptor from Kyiv region; studied in Kharkiv and career within Ukraine.
5872,non_migrated,Graphic artist born in Arkhangelsk (Russia); studied at Kyiv Art Institute 1989 and worked there afterwards.
5875,non_migrated,Graphic artist born in Turkmenistan (Soviet); studied in Ukraine and career entirely within Ukraine.
5877,non_migrated,Poet from Dniprodzerzhynsk region; studied and worked in Ukraine throughout career.
5878,non_migrated,Poet from Mykolaiv region; studied at Kyiv Conservatory and worked in Ukrainian pedagogical institutions.
5881,non_migrated,Ceramic artist from Chervonohrad Lviv; career and awards entirely within Ukraine.
5884,non_migrated,Graphic artist born in Kyiv; studied at Kyiv Art Institute and career in Kyiv.
5885,internal_transfer,Designer and painter; member of Artists Union of Russia (СХ РФ); studied in Leningrad and lived in Russia from 1976 onwards.
