id,migration_status,migration_reasoning
5318,non_migrated,Studied and worked in Ukraine (Donetsk region); no emigration mentioned.
5320,non_migrated,Born and worked in Ukraine; received Ukrainian national honours with no emigration mentioned.
5321,non_migrated,Born Zaporizhzhia; studied and worked entirely within Ukrainian SSR/Ukraine.
5325,non_migrated,Born Boryslav; studied at Lviv University and worked in Ukraine throughout career.
5328,non_migrated,Born and worked in Ukraine (Lviv region); awarded Ukrainian state honours; no emigration mentioned.
5330,non_migrated,Born and worked in Kyiv; studied in Moscow (Soviet Russia) but career based in Ukraine.
5331,non_migrated,Born Kyiv; studied at academy in Perugia Italy but career and membership in Ukrainian institutions indicate Ukraine-based life.
5332,non_migrated,Born and worked in Ukraine; NSPУ member; no emigration mentioned.
5334,non_migrated,Born Kharkiv; studied and worked in Kharkiv/Ukraine; NSHU member.
5336,non_migrated,Born Merefа; studied in Chernivtsi; worked on Donbas and Bukovyna; NSPУ member; career within Ukraine/Soviet Ukraine.
5339,non_migrated,Born and worked in Lviv; Ukrainian state honours; no emigration mentioned.
5340,non_migrated,Born in Ukraine; studied in Lviv; performed at National Opera of Ukraine 1969–98; career in Ukraine.
5344,non_migrated,Born in Ukraine; worked as singer in Ukraine; international competition in Bulgaria but no emigration.
5345,non_migrated,Born Kyiv; award at Magdeburg festival (Germany) but career and NSHU membership in Ukraine.
5346,non_migrated,Born and worked in Ternopil region; worked as engineer and artist in Ukraine; no emigration.
5347,non_migrated,Born Makiivka; studied and worked in Ukraine (Lviv; Khmelnytskyi); career in Ukrainian SSR.
5348,non_migrated,Born in Ukraine; studied at Kyiv theatre institute; worked as director in Zaporizhzhia and elsewhere in Ukraine.
5349,migrated,Born in Poland of Ukrainian origin; studied and worked in Poland; received Polish cultural honours; life centred in Poland (non-Soviet country).
5354,non_migrated,Born Kyiv; studied law at Kyiv University; worked in Ukrainian legal and literary institutions; no emigration.
5355,migrated,Born Warsaw; brother of Yurii Denysenko; won prize in Sydney (1968); career in Australia (non-Soviet country).
5357,non_migrated,Born Lviv; career as artist with prizes at international graphics competitions; NSHU member; based in Ukraine.
5358,non_migrated,Born Kyiv; studied at VGIK Moscow; worked at Ukrtelefilm and other Kyiv studios; Ukrainian honours; career in Ukraine.
5359,non_migrated,Born in Ukraine; studied in Kharkiv and Leningrad; career as art scholar in Ukraine; NSHU member.
5362,migrated,Born Warsaw; studied in Warsaw and DP camps in Germany; biographical data confirms diaspora life outside Soviet sphere.
5366,non_migrated,Born in Kazakhstan (Soviet); studied at Kyiv Art Institute; worked and lived in Ukraine; NSHU member.
5367,non_migrated,Born in Russia (Soviet); studied and worked in Ukraine (Dnipropetrovsk); NSHU member; career in Ukraine.
5370,non_migrated,Born and worked in Rivne region of Ukraine; career as singer in Ukraine; no emigration.
5372,unknown,Born Haiti; Haitian writer who emigrated to Cuba; Chile; France — not Ukrainian; included as foreign writer connected to Ukrainian institutions; migration status not applicable in Ukrainian context.
5377,non_migrated,Born Rostov-on-Don (Russia); based career in Ukraine with NSHU membership and international prizes; no evidence of leaving Ukraine.
5379,non_migrated,Born in Ukraine (Chernivtsi region); career as singer in Ukraine; national honours; no emigration.
5382,non_migrated,Born in Ukraine; studied at Lviv institute; participated in Ukrainian and international exhibitions; NSHU member; career in Ukraine.
5383,non_migrated,Born in Ukraine (Ternopil); studied Lviv; worked as choral director in Ukraine; Soviet and Ukrainian honours.
5385,non_migrated,Born Kyiv; studied at Ukrainian Academy of Arts; works in Ukraine; NSHU member.
5387,non_migrated,Born Kyiv; studied and worked in Kyiv; NSHU member; career in Ukraine.
5389,non_migrated,Born Kharkiv; studied in Kharkiv and Kyiv; career as artist in Ukraine; NSHU member.
5390,non_migrated,Born Kharkiv; studied at Kyiv Art Institute; career as sculptor in Ukraine; National Artist of Ukraine.
5391,non_migrated,Born in Ukraine (Horlivka); studied Kharkiv; career as monumental artist in Ukraine; NSHU member.
5395,non_migrated,Born Mariupol; trained in Mariupol; career as artist in Ukraine; no emigration mentioned.
5400,non_migrated,Born Kosiv; studied Lviv; career as actor in Ukraine; National Artist of Ukraine.
5401,non_migrated,Born Zaporizhzhia; studied in Dnipropetrovsk; career as actor in Ukraine; Ukrainian honours.
5403,non_migrated,Born Chernihiv; studied in Kyiv; career as poet in Ukraine; NSPУ member.
5404,non_migrated,Born in Ukraine; career as military conductor in Ukraine; National Artist of Ukraine.
5410,non_migrated,Born in Ukraine; studied Kharkiv; career as artist in Ukraine; NSHU member.
5412,non_migrated,Born Kalush; studied and worked in Ukraine; NSPУ member; Ukrainian academic.
5414,non_migrated,Born in Kyiv region; studied in Kyiv; career as writer in Ukraine; NSPУ member.
5418,non_migrated,Born Kyiv; studied at Kyiv theatre institute; career as director in Ukraine; Ukrainian honours.
5419,non_migrated,Born in Russia (Soviet); studied Kharkiv; career as theatre artist in Ukraine; Ukrainian honours.
5420,non_migrated,Born in Russia (Soviet); studied at Kyiv institute; career as graphic artist in Ukraine.
5421,migrated,Born in Germany (1946); moved to Australia in 1950 with parents; studied at Sydney institute; career in Australia.
5427,non_migrated,Born in Zakarpattia; studied at Uzhhorod and Kyiv academies; career as artist in Ukraine.
5429,non_migrated,Born in Ukraine (Vinnytsia region); career as artist in Ukraine; no emigration mentioned.
5430,non_migrated,Born in Russia (Soviet); studied Kharkiv; career as artist in Ukraine; NSHU member.
5432,non_migrated,Born in Ukraine (Zakarpattia); studied Kharkiv; worked in Rivne; career in Ukraine; NSHU member.
5433,non_migrated,Born in Ukraine (Donetsk); career as singer in Ukrainian institutions; Ukrainian honours; no emigration.
5435,non_migrated,Born in Ukraine (Donetsk); career as monumental artist in Ukraine; NSHU member.
5437,non_migrated,Born in Ukraine (Donetsk); studied Kharkiv; worked in Donetsk art sector; career in Ukraine.
5442,unknown,Born India; Indian writer with communist connections in India then Cuba/Chile/France; not Ukrainian — included as foreign writer connected to Ukrainian institutions.
5443,unknown,Born Leningrad; sculptor with Russian Federation honours; Заслужений художник РФ; no evidence of career in Ukraine — appears to be Russian artist with possible Ukrainian connection.
5447,migrated,Born in Slovakia; identified as Ukrainian literary scholar in Slovakia; career at Slovak universities; lived and worked in Slovakia (non-Soviet country).
5448,non_migrated,Born in Greece; moved to Ukraine; studied Kyiv Conservatory; worked as soloist in Ukraine 1963–77; then career in Ukraine; Honoured Artist of USSR; career in Ukraine.
5450,non_migrated,Born in Ukraine (Liubotyn); studied in Moscow; career as graphic artist in Ukraine; NSHU member.
5453,non_migrated,Born Dushanbe (Tajikistan; Soviet); moved to Kyiv; studied and worked in Ukraine; NSHU member.
5454,non_migrated,Born in Ukraine (Vinnytsia region); career as ceramics artist in Ukraine; NSHU member.
5462,internal_transfer,Born in Ukraine; studied at Leningrad theatre institute; received honours as People's Artist of RSFSR (1991); career appears to have been substantially in Russia before returning with Shevchenko Prize (2008) — internal Soviet transfer then partial return.
5465,non_migrated,Born in Ukraine (Zhytomyr region); studied in Odesa and Leningrad; career as decorative glass artist in Ukraine; no emigration.
5471,non_migrated,Born Lviv; studied Lviv institutes; career as decorative arts artist in Ukraine.
5472,non_migrated,Born in Poland (1944); family resettled to Ukraine (Ivano-Frankivsk region) in 1945; studied and worked in Lviv; career in Ukraine.
5475,non_migrated,Born Kyiv; studied at Kyiv University; career as literary scholar in Kyiv institutions; no emigration.
5478,non_migrated,Born in Ukraine (Zhytomyr region); studied in Vinnytsia; career as choir director in Ukraine; Ukrainian honours.
5480,non_migrated,Born in Ukraine (Poltava region); studied in Pereiaslav; career as writer in Ukraine; NSPУ member.
5481,non_migrated,Born in Ukraine (Ivano-Frankivsk region); studied Prykarpattia University; career as writer in Ukraine; NSPУ member.
5482,non_migrated,Born in Ukraine (Khmelnytskyi region); career as singer in Ukraine; National Artist of Ukraine.
5483,non_migrated,Born in Ukraine (Poltava); career as writer and journalist in Ukraine; NSPУ member; prizes include Nytchenko award (Australian diaspora prize) but bio shows Ukraine-based work.
5484,non_migrated,Born in Ukraine (Chernihiv region); studied Kyiv Art Institute; worked in Chernihiv; career in Ukraine; NSHU member.
5485,non_migrated,Born in Ukraine (Chernivtsi region); career as writer and journalist in Ukraine; NSPУ member.
5488,non_migrated,Born in Ukraine (Zhytomyr region); studied Kharkiv; career as artist in Ukraine; NSHU member.
5489,non_migrated,Born in Ukraine (Lviv region); studied Lviv University; career as writer and journalist in Ukraine; NSPУ member.
5490,non_migrated,Born in Poland (1940); family context suggests post-war resettlement to Ukraine; studied and worked in Lviv; career in Ukraine; NSHU member.
5492,non_migrated,Born in Ukraine (Rivne region); career as poet in Ukraine; NSPУ member.
5495,migrated,Born in Germany (1943); from 1947 in Belgium; educated in Belgium; career as poet and translator in Belgium (non-Soviet country).
5496,migrated,Born in Ukraine (Ivano-Frankivsk region); studied in Stanyslaviv; member of PEN Club USA; studied in New Jersey USA; career as writer in USA.
5497,non_migrated,Born in Ukraine (Donetsk); studied Kyiv institute of culture; career as ballet master in Ukraine; Ukrainian honours.
5498,non_migrated,Born Lviv; studied Lviv institute; career as textile artist in Ukraine; NSMНМУ member.
5499,non_migrated,Born in Ukraine (Zhytomyr region); studied in Ukraine; career as soprano singer in Ukraine.
5504,non_migrated,Born Odesa; studied Odesa Conservatory; career as pianist and pedagogue in Odesa; no emigration.
5505,non_migrated,Born in Ukraine (Chernihiv region); studied in Novocherkassk (Russia) and Kyiv; career as singer in Ukraine; Ukrainian honours.
5506,unknown,Born in Russia (Voronezh region); Заслужений художник РФ; Russian state honours; no evidence of career in Ukraine despite NSHU or Ukrainian connections.
5507,non_migrated,Born Kyiv; studied in Bendery (Moldova) and worked in Ukraine; career as dancer and choreographer in Ukraine; Ukrainian honours.
5508,non_migrated,Born in Ukraine (Kherson region); studied Kyiv Art Institute; worked in Crimea; career in Ukraine; NSHU member.
5509,non_migrated,Born in Ukraine (Volyn region); studied in Kishinev (Moldova; Soviet); worked in Ukraine; career in Ukraine.
5510,non_migrated,Born Kharkiv; studied Kharkiv institute; career as artist in Ukraine; NSHU member.
5511,non_migrated,Born in Ukraine (Sumy region); studied Kyiv Art Institute; career as art scholar in Ukraine; NSHU member.
5516,non_migrated,Born in Ukraine (Khmelnytskyi region); studied in Kyiv; career as actor in Ukraine; Ukrainian honours.
5517,unknown,Born 1890; ballet master who worked in Moscow and Kyiv — Soviet-era figure with insufficient detail to determine final migration status.
5518,migrated,Born in Ukraine (Chortkiv); studied at Royal Conservatory in Toronto (1958); organised Ukrainian ensembles in Edmonton; career in Canada (non-Soviet country).
5519,migrated,Born in Slovakia (1931); identified as Ukrainian painter and graphic artist in Slovakia; studied and worked in Slovakia throughout career.
5521,non_migrated,Born in Ukraine (Ivano-Frankivsk region); studied Lviv University; career as writer in Ukraine; NSPУ member.
5522,non_migrated,Born Kyiv; career as composer in Ukraine; National Artist of Ukraine; NAMU academician (2025).
5523,non_migrated,Born in Russia (Novosibirsk; Soviet); studied Kharkiv institute; career as graphic artist in Ukraine; NSHU member.
5525,migrated,Born in Ukraine (Donetsk); studied Kyiv; bio mentions USA connection (Нитченко prize — Australian/US diaspora prize); evidence suggests emigration to USA after 1991.
5526,non_migrated,Born in Ukraine (Poltava region); studied at National Music Academy Kyiv; career as composer in Ukraine; НСКУ member.
5529,non_migrated,Born in Ukraine (Vinnytsia region); studied Kyiv Conservatory; career as singer in Ukraine; Ukrainian honours.
5532,non_migrated,Born in Ukraine (Donetsk); studied Kyiv Art Institute; career as graphic artist in Ukraine; NSHU member.
