id,migration_status,migration_reasoning
13917,non_migrated,Active in Ukraine with НСХУ membership since 1990; career based in Kyiv with no indication of emigration.
13920,non_migrated,Kyiv-born living painter with НСХУ membership (2024) and Ukrainian awards; career entirely in Ukraine.
13922,non_migrated,Kyiv-based painter and monumental artist; НСХУ member since 1995 with career in Ukraine.
13926,non_migrated,Born and active in Odesa region; member of Ukrainian writers' organisations with career in Ukraine.
13929,non_migrated,Pianist and educator based in Ukraine; career spent in Donetsk and Ukrainian institutions throughout.
13930,non_migrated,Kyiv-born scenographer; НСХУ member since 1995 working as production designer at a Ukrainian theatre from 1997.
13931,non_migrated,Painter and kobzar born in Poltava region; career and awards all within Ukraine.
13932,non_migrated,Pianist born in Kolomyia; studied and worked at Lviv Conservatory throughout career in Ukraine.
13933,non_migrated,Lviv-born painter; НСХУ member and professor with entire career in Ukrainian art institutions.
13935,non_migrated,Military conductor born in Lutsk; studied Moscow Conservatory but served in Soviet/Ukrainian military orchestras including Dresden posting for USSR service; career remained within Soviet/Ukrainian framework with no Western settlement.
13938,non_migrated,Born in Inta (Komi Republic RF) but returned and built career in Ukraine; Zasluzhenyi artist and НСХУ member based in Ukraine.
13943,non_migrated,Poet born in Armenia (Soviet); НСПУ member since 1998 with career in Ukraine.
13945,non_migrated,Painter born in Kryvyi Rih; НСХУ member since 1995 with career in Ukraine.
13948,non_migrated,Lviv-born art historian; НТШ and НСХУ member with academic career in Ukraine.
13950,migrated,Born in New York USA and raised in diaspora; studied at Queens College New York; entire life and career in the USA.
13952,non_migrated,Graphic artist born in Russia; moved to Ukraine and НСХУ member 1988–2017 with career in Kharkiv.
13955,non_migrated,Kyiv-born ceramics artist; career in Ukraine with НСМНМУ membership since 2015.
13957,non_migrated,Actor born in Khmelnytsk region; Kyiv theatre arts graduate working at the National Ukrainian Drama Theatre since 1999.
13960,non_migrated,Graphic artist from Kharkiv region; career and teaching entirely in Ukraine.
13961,non_migrated,Painter born in Donetsk (Stalino); worked in Ukrainian advertising agencies and received НСХУ membership 2000.
13966,non_migrated,Kyiv-born painter; НСХУ member since 2013 with career in Ukraine.
13967,non_migrated,Kyiv-born translator; worked for organisation of cultural links with Ukrainians abroad but career remained in Ukraine.
13968,non_migrated,Born in Kirovohrad region; art historian and НСХУ member with career in Ukrainian institutions.
13969,non_migrated,Kyiv-born architect; career at Kyiv design institutes throughout.
13973,non_migrated,Painter born in Bryansk region Russia; studied and built career in Kharkiv; НСХУ member since 1993 in Ukraine.
13982,non_migrated,Graphic artist born in Zhytomyr; НСХУ member since 2012 teaching and working in Ukraine.
13984,non_migrated,Writer born in Poltava region; НСПУ member since 1980 with career in Ukrainian journalism and literature.
13986,non_migrated,Singer born in Lviv; career in Ukraine including Lviv institutions and awarded Shevchenko Prize.
13988,non_migrated,Kyiv-born cellist; career in Ukraine with Заслужений артист title and teaching at Ukrainian institutions.
13996,migrated,Born in Vrbas Serbia and identified as Ukrainian writer in Serbia; lifetime career in Serbia as member of Serbian art unions.
14006,non_migrated,Sculptor born in Khmelnytsk region; НСХУ member since 1978 with career in Ukraine.
14007,non_migrated,Decorative arts artist born in Leipzig Germany; moved to Ukraine; НСХУ member 2017 working in Kherson region.
14009,non_migrated,Baritone singer born in Tver region Russia; studied in Kyiv and built career entirely in Ukraine.
14016,non_migrated,Kyiv-born graphic artist; career in Ukraine with awards from Ukrainian competitions.
14017,non_migrated,Poet from Sumy; НСПУ member 2012 and НТШ member with academic career in Ukraine.
14022,non_migrated,Kyiv-born painter; НСХУ member since 1995 with academic and artistic career in Ukraine.
14023,non_migrated,Composer born in Chernivtsi; Lviv Conservatory graduate working as music editor in Lviv from 1984.
14026,non_migrated,Choral conductor from Chernihiv region; professor and НСПУ member with career in Ukrainian institutions.
14028,non_migrated,Soprano singer from Kyiv region; career at Ukrainian theatres and conservatories entirely in Ukraine.
14030,non_migrated,Chernihiv-born painter; НСХУ member since 2008 working in Chernihiv artistic workshops.
14033,non_migrated,Graphic artist from Kyiv region; НСХУ member since 1989 with career in Ukraine.
14034,non_migrated,Writer from Lviv region; НСПУ member since 1997 with literary and teaching career in Ukraine.
14035,non_migrated,Prose writer from Cherkasy region; НСПУ member since 2003 with career in Ukrainian literature.
14036,non_migrated,Writer from Lviv region; НСПУ member since 2012 with career in Ukraine.
14037,non_migrated,Odesa-born painter; НСХУ member since 2012 with career at Odesa artistic enterprises.
14038,non_migrated,Poetess from Cherkasy region; literary and scholarly career in Ukraine.
14039,non_migrated,Monumental artist born in Primorsky Krai Russia; studied in Leningrad but career in Ukraine; НСХУ member since 1994.
14041,non_migrated,Painter from Zhytomyr region; НСХУ member since 2003 with career in Ukraine.
14043,non_migrated,Poetess from Vinnytsia region; НСПУ member 2023 with career in Ukraine.
14044,non_migrated,Poetess from Zhytomyr region; НСПУ member 2018 with career in Ukraine.
14045,non_migrated,Architect from Chernihiv region; Народний архітектор України with career entirely in Ukrainian architectural institutions.
14046,non_migrated,Graphic designer from Poltava region; career in Ukrainian publishing and design.
14048,non_migrated,Painter from Kharkiv region; НСХУ member 2015 with career in Ukraine.
14050,non_migrated,Literary scholar from Khmelnytsk region; academic career at Ukrainian universities.
14051,non_migrated,Poetess from Dnipropetrovsk region; НСПУ member since 1970 with career in Ukraine.
14052,non_migrated,Writer from Cherkasy region; НСПУ member 2013 with career in Ukrainian education and literature.
14053,non_migrated,Poetess from Kyiv region; НСПУ member 1999 with literary and scholarly career in Ukraine.
14055,non_migrated,Graphic artist from Ivano-Frankivsk; НСХУ member with career in Ukraine.
14056,non_migrated,Poetess from Ivano-Frankivsk region; НСПУ member 2011 working as a lawyer in Ukraine.
14057,non_migrated,Writer from Lviv region; НСПУ member 2004 with literary career in Ukraine.
14059,non_migrated,Pop singer from Lviv region; career in Ukraine with Заслужений артист title.
14061,non_migrated,Painter born in Uzhhorod; НСХУ member 1989 with career in Ukraine.
14062,non_migrated,Art historian from Lviv; academic career at Lviv institutions throughout.
14063,non_migrated,Poetess from Ivano-Frankivsk region; НСПУ member 1995 with teaching career in Ukraine.
14065,non_migrated,Violinist from Luhansk region; academic career at Lviv Conservatory and other Ukrainian institutions.
14066,non_migrated,Prose writer from Volyn region; НСПУ member 2023 with career in Ukraine.
14068,non_migrated,Actor-singer born in Uzbekistan (Soviet); studied in Moscow then career entirely in Ukraine; Народний артист України.
14070,non_migrated,Theatre and film artist from Kyiv; НСХУ member 2000 with career in Ukrainian theatres.
14074,non_migrated,Kyiv-born architect and painter; career at Ukrainian institutions.
14077,non_migrated,Odesa-born sculptress-porcelain artist; worked at Polonne factory and in Ukrainian institutions.
14081,unknown,Born 1855 and worked until early 20th century; career in St Petersburg and possibly Ukraine — insufficient info to confirm Ukrainian settlement or emigration.
14084,non_migrated,Poet from Dnipropetrovsk region; НСПУ member 2000 with career in Ukraine.
14088,non_migrated,Kyiv-born painter; НСХУ member 2019 with career in Ukraine.
14089,non_migrated,Kyiv-born decorative artist; career in Ukrainian art institutions.
14094,non_migrated,Singer from Chernivtsi region; Zasluzhenyi artyst with career at Odesa and Ukrainian opera houses.
14096,non_migrated,Odesa-born painter; НСХУ member 1987 with career in Kyiv and Ukraine.
14098,non_migrated,Director from Kyiv region; НСХУ member 2018 with career in Ukrainian theatre.
14099,non_migrated,Art historian from Cherkasy region; academic career in Ukraine.
14101,non_migrated,Writer from Volyn region; academic career at Ukrainian universities and in Ukrainian literature.
14104,non_migrated,Architect born in Magadan region Russia; НСАУ member 1982 with career in Chernihiv Ukraine.
14108,non_migrated,Painter from Uzhhorod; НСХУ member 2015 with career in Ukraine.
