id,migration_status,migration_reasoning
12899,non_migrated,Bio shows career entirely in Ukraine (Kharkiv art school; creative work in Ukraine); no emigration mentioned.
12900,non_migrated,Career in Ukraine with international exhibition prizes but no emigration indicated.
12903,non_migrated,Worked in Ukraine throughout career; all institutions and awards are Ukrainian.
12905,non_migrated,Studied and worked in Kyiv; career entirely within Ukraine.
12908,non_migrated,Studied in Kharkiv and works creatively in Ukraine; no emigration mentioned.
12921,non_migrated,Career entirely within Ukraine; studied in Lviv and worked in Ukrainian institutions.
12926,non_migrated,Born in Uzhhorod and career in Ukraine; no emigration indicated.
12927,non_migrated,Born in Azerbaijan SSR; studied in Russia (Oryol); settled and worked in Ukraine as NSHU member; no emigration to non-Soviet country.
12928,non_migrated,Born in Mykolaiv; studied in Crimea; works in Ukraine as NSHU member.
12929,non_migrated,Born Zaporizhzhia; worked in Ukrainian entertainment industry; no emigration indicated.
12936,internal_transfer,Born in Vitebsk Belarus; studied in Odesa; joined СП РФ (2001) indicating career move to Russia — internal Soviet/FSU transfer.
12939,non_migrated,Career entirely in Ukrainian theatres; no emigration indicated.
12940,non_migrated,Works at Kyiv University since graduation; career entirely in Ukraine.
12941,non_migrated,Born in Russia; career as prose writer with Ukrainian state awards and membership in Ukraine.
12943,non_migrated,Born in Russia; worked 1976–2011 as leading artist in National choir in Ukraine; career in Ukraine.
12946,non_migrated,Born in Russia; worked as musicologist and pedagogue in Ukraine throughout career.
12948,non_migrated,Born in Dnipro; graduated and works in Ukraine; no emigration indicated.
12949,non_migrated,Born in Dnipro; studied in Kyiv; works in Ukraine.
12950,non_migrated,Born in Dnipro; studied in Kyiv; worked in Ukraine.
12954,non_migrated,Career entirely in Ukraine as poet and journalist; no emigration indicated.
12957,internal_transfer,Grew up in unspecified town; founded and headed Primorye branch of Russian writers' union (1991–2008) indicating long-term move to Russia.
12958,non_migrated,Career entirely in Lutsk area of Ukraine; no emigration indicated.
12959,non_migrated,Born in Odesa oblast; studied correspondence courses in Moscow; runs art studio in home village in Ukraine.
12961,non_migrated,Born in Russia (Tula); studied in Moscow; works in Ukraine as NSHU member.
12962,non_migrated,Born in Kazakhstan (Soviet); studied and works in Ukraine; won prize in Berlin but no emigration indicated.
