id,name,birth_year,birth_city,profession,bio_text
7878,Карелін В’ячеслав  Дмитрович,1938.0,"м. Керч, нині АР Крим",живописець,"(05. 08. 1938, м. Керч, нині АР Крим) – живописець. Член НСХУ (2008). Закін. Крим. художнє училище (Сімферополь, 1970; викл. Л. Сигалевич, Ю. Чурсін). На творчій роботі. Учасник міських, всеукр., всесоюз...."
7880,Карєва Людмила Іванівна,1950.0,Київ,живописець,"(29. 06. 1950, Київ) – живописець. Дружина Сергія, мати Світлани Сов. Член НСХУ (1982). Закін. Київський художній інститут (1976; викл. О. Басанець, В. Шаталін). На творчій роботі. Від 1995 – викладач Держ...."
7881,Карєва-Готьє Наталія Павлівна,1968.0,Київ,живописець,"(12. 06. 1968, Київ) – живописець. Дочка В. Виродової-Готьє. Член НСХУ (1992). Закін. Укр. АМ (Київ, 1992; викл. В. Гурін, М. Стороженко, В. Чеканюк). Від 1993 – викладач спецдисциплін Держ. худож. серед...."
7882,Карий Каштан,1897.0,,письменник,"(справж. – Розенкранц Андрій Володимирович; 02(14). 10. 1897, с. Гринчук Кам’янец. пов. Поділ. губ., нині Кам’янець-Поділ. р-ну Хмельн. обл. – ?) – письменник, журналіст. Член «Плугу» (1924). Закін. 1916..."
7883,Кариков Джеміль Енверович,1960.0,"м. Бекабад, нині Узбекистан",композитор,"(28. 07. 1960, м. Бекабад, нині Узбекистан) – композитор, музичний редактор. Закін. Ташкент. консерваторію (1994; кл. М. Таджиєва). 1985–86 – муз. кер. Кримськотатар. ансамблю пісні і танцю «Хайтарма» при..."
7887,Карімов Євген Олександрович,1975.0,Харків,архітектор,"(25. 05. 1975, Харків) – архітектор. Державна премія України у галузі архітектури (2009). Член НСАУ (2010). Закін. Харків. тех. університет будівництва та архітектури (1998). Працював 1999–2002 в архіт.-планув...."
7888,Каркадим Катерина Георгіївна,1952.0,"м. Коломия Станіслав., нині Івано-Фр. обл.",мистецтвознавець і художниця декоративно-ужиткового мистецтва,"(20. 09. 1952, м. Коломия Станіслав., нині Івано-Фр. обл.) – мистецтвознавець і художниця декоративно-ужиткового мистецтва. Член НСМНМУ (1992), НСХУ (1993). Заслужений діяч мистецтв України (2009). Співзасн...."
7890,Карлаш Володимир Григорович,1952.0,с. Іванове Селище Глобин. р-ну Полтав. обл.,композитор,"(30. 07. 1952, с. Іванове Селище Глобин. р-ну Полтав. обл.) – композитор, педагог. Член НСКУ (2006). Закін. Полтав. муз. училище (1974; викл. Ю. Рябуха), психол.-пед. факультет Полтав. пед. інституту (1984). У 1974–77..."
7891,Кармазин Надія Ярославівна,1960.0,"с. Оліїв Зборівського, нині Тернопільського р-ну Тернопільської обл.",живописець,"(29. 07. 1960, с. Оліїв Зборівського, нині Тернопільського р-ну Тернопільської обл.) — живописець, графік. Закінчила Львівське училище прикладного мистецтва (1979), Український поліграфічний..."
7895,Кармалюк Генрієтта Григорівна,1933.0,Одеса,художниця ужиткового та монументального мистецтва,"(02. 05. 1933, Одеса) – художниця ужиткового та монументального мистецтва. Член СХУ (1963–73). Закін. Одес. художнє училище (1956; викл. М. Жук). Працювала у ньому 1957–60 зав. лаб. кераміки; у керам. цеху..."
7903,Карнаух Віктор Олексійович,1948.0,"с. Царицин Кут, нині Приморське Василів. р-ну Запоріз. обл.",художник декоративної кераміки,"(22. 11. 1948, с. Царицин Кут, нині Приморське Василів. р-ну Запоріз. обл.) – художник декоративної кераміки, живописець, графік. Член НСХУ (1993). Закін. Харків. худож.-пром. інститут (1982; викл. П. Мось)...."
7906,Карнаухов Петро Георгійович,1945.0,Київ,живописець,"(13. 11. 1945, Київ) – живописець. Член НСХУ (1978). Закін. Київський художній інститут (1973; викл. М. Хмелько, В. Чеканюк). Працював 1973–83 на Київ. комбінаті монум.-декор. мистецтва. На творчій роботі...."
7912,Карпа Наталія Семенівна,1981.0,м. Добромиль Старосамбір. р-ну Львів. обл.,естрадна співачка,"(14. 08. 1981, м. Добромиль Старосамбір. р-ну Львів. обл.) – естрадна співачка, теле- і радіоведуча. Заслужений артист України (2009). Лауреатка низки всеукр. та міжнародних фестивалів, зокрема «Молода..."
7913,Карпанюк Михайло Васильович,1936.0,с. Немерче Мурованокуриловец. р-ну Вінн. обл.,архітектор,"(21. 11. 1936, с. Немерче Мурованокуриловец. р-ну Вінн. обл.) – архітектор, майстер різьблення на дереві. Член НСМНМУ (1999). Закін. Чернів. училище приклад. мистецтва (1955). Працював..."
7915,Карпачова Раїса Василівна,1941.0,"с-ще Микитівка Сталін. обл., нині у складі м. Горлівка Донец. обл.",живописець,"(04. 04. 1941, с-ще Микитівка Сталін. обл., нині у складі м. Горлівка Донец. обл.) – живописець. Член НСХУ (2000). Закін. Ростов. художнє училище (РФ, 1960; викл. В. Адвадзе, Г. Михайлов). 1960–92 – керівник..."
7916,Карпевич Христина,1935.0,Львів,співачка (сопрано),"(27. 12. 1935, Львів) – співачка (сопрано), піаністка, редактор. Дійсний член НТШ. Навч. в Укр. муз. інституті (1952–56; кл. Р. Савицького), ступ. бакалавра з музики здобула у Гантер-коледжі (1956), магістра з..."
7918,Карпенко Анатолій Григорович,1953.0,Київ,композитор,"(27. 12. 1953, Київ) – композитор, аранжувальник. Чоловік Ж. Боднарук. Лауреат Всеукр. фестивалю сучас. укр. естрад. пісні «Пісенний вернісаж» (Київ, 1998–2008). Закін. Горьков. консерваторію (нині..."
7919,Карпенко Віталій Юрійович,1937.0,"м. Сучан, нині Партизанськ Примор. краю, РФ",режисер,"(28. 09. 1937, м. Сучан, нині Партизанськ Примор. краю, РФ) – режисер, актор. Заслужений діяч мистецтв УРСР (1986). Закін. актор. (1958) та режисер. (1965; викл. М. Верхацький) факультети Київ. інституту театр...."
7921,Карпенко Григорій Павлович,1936.0,"с. Чапаєвка Золотоніс. р-ну Київ., нині Черкас. обл.",прозаїк,"(02. 04. 1936, с. Чапаєвка Золотоніс. р-ну Київ., нині Черкас. обл.) – прозаїк, перекладач. Член НСПУ (1980). Закін. Київський університет (1960) і ВПШ при ЦК КПУ у Києві (1978). Від 1960 працював у видавництві..."
7922,Карпенко Катерина Іванівна,1974.0,"м. Ворошиловград, нині Луганськ",композитор,"(02. 12. 1974, м. Ворошиловград, нині Луганськ) – композитор, педагог. Член НСКУ (2007). Закін. Луган. інститут культури і мистецтв (2007; кл. С. Турнєєва), де відтоді й викладає. Від 2004 – керівник муз...."
7924,Карпенко Микола Борисович,1941.0,с. Березова Рудка Пирятин. р-ну Полтав. обл.,актор,"(17. 02. 1941, с. Березова Рудка Пирятин. р-ну Полтав. обл.) – актор. Заслужений артист України (1999). Закін. Моск. театр. училище ім. Б. Щукіна (1967). Відтоді працював у Держ. театрі ім. Є. Вахтангова..."
7928,Карпенко Ольга Валер’янівна,1976.0,Дніпропетровськ,живописець,"(12. 05. 1976, Дніпропетровськ) – живописець. Член НСХУ (2008). Закін. Нац. академію образотвор. мистецтва і архітектури (Київ, 2005; майстерня О. Лопухова). Відтоді працювала асист. каф. ергономіки і..."
