id,migration_status,migration_reasoning
6327,non_migrated,Worked as decorator and in Ukrainian institutions throughout career in Ukraine
6330,non_migrated,Entire career as architect in Ukraine; national titles and awards are Ukrainian
6332,non_migrated,Worked and studied in Ukraine throughout career
6334,non_migrated,Born in Russian Far East but member НСХУ and career in Ukraine
6336,non_migrated,Born in Khabarovsk but trained in Kharkiv and career in Ukraine
6344,non_migrated,Born and worked in Ukraine; no indication of emigration
6345,unknown,Born in Lipetsk oblast RF; career details truncated with unclear final residence
6348,non_migrated,Born in Saratov oblast RF; worked in Donetsk theatre and career in Ukraine
6349,non_migrated,Born in Sukhumi Georgia; trained and worked in Ukraine
6350,non_migrated,Trained in Moscow but career as conductor entirely in Ukraine (Lviv; subsequent Ukrainian postings)
6355,non_migrated,Trained partly in Ivanovo RF but career in Zhytomyr Ukraine
6357,non_migrated,Born and career in Ukrainian SSR; no emigration signals
6359,non_migrated,Born and career in Kyiv; all architectural work in Ukraine
6363,non_migrated,Born and career in Ukraine as composer and producer
6364,non_migrated,Born Ivano-Frankivsk; career in Ukraine
6365,non_migrated,Born and career in Kyiv; book graphic artist in Ukraine
6366,non_migrated,Born Lviv; career as graphic artist and editor in Ukraine
6367,non_migrated,Born and works as journalist and writer in Ukraine
6368,non_migrated,Born and career as architect in Kyiv
6369,non_migrated,Born and career in Ukraine; no emigration signals
6372,non_migrated,Born Donetsk oblast; career as painter in Ukraine
6373,non_migrated,Born Rostov oblast RF; career as painter with Ukrainian awards and membership
6375,non_migrated,Born and career as singer in Ukraine; international festivals but based in Ukraine
6377,non_migrated,Born Melitopol; career as graphic artist in Ukraine including Yalta and Simferopol
6379,non_migrated,Born Simferopol; career as painter in Ukraine
6383,non_migrated,Born and career as painter in Kyiv
6385,non_migrated,Born Lviv; career as monumental artist in Ukraine
6391,non_migrated,Born Yaroslavl RF; artistic career in Ukraine from 1980 onwards
6392,non_migrated,Born and career as choral conductor in Ukraine with Ukrainian awards
6397,non_migrated,Born Odesa; trained in Odesa and Leningrad; career as graphic artist in Ukraine
6398,non_migrated,Born and career as writer in Ukraine
6399,non_migrated,Born Dnipropetrovsk; career as actor in various Ukrainian theatres
6402,non_migrated,Born and career as director and actor in Ukraine
6404,non_migrated,Born and career as literary scholar in Sumy Ukraine
6407,non_migrated,Born Izhevsk RF; trained in Lviv and career as textile artist in Ukraine
6411,non_migrated,Born and career as painter in Ukraine
6413,unknown,Born 1898; bio truncated with no clear emigration or residency information after Soviet period
6415,non_migrated,Born Kyiv; trained in Leningrad but worked thereafter in Ukraine in film and theatre
6416,non_migrated,Born Ternopil oblast; career as singer in Ukraine; Belarusian honorary title from touring not residence
6417,non_migrated,Born Ivano-Frankivsk oblast; career as sculptor in Ukraine
6420,non_migrated,Born Lviv; career as actor in Ukraine with Ukrainian national title
6421,non_migrated,Born Chernivtsi oblast; career as painter in Ukraine
6422,non_migrated,Born Chernivtsi oblast; career as painter and sculptor in Ukraine
6424,non_migrated,Born and career as poet-songwriter in Ukraine
6426,non_migrated,Born and career as cultural figure in Kharkiv Ukraine
6427,migrated,Worked in Berlin opera from 1923 and Russian opera Paris 1927–35; died in New York; emigrated to Western Europe and USA
6431,non_migrated,Born and career as prose writer in Kharkiv Ukraine
