id,name,birth_year,birth_city,profession,bio_text
2818,Бушняк Володимир  Степанович,1952.0,"м. Коркіно Челябін. обл., РФ",письменник,"(09. 03. 1952, м. Коркіно Челябін. обл., РФ) – письменник. Член НСПУ (1989). Закін. Сімфероп. університет (1980). Працював учителем російської мови та літ-ри; дир. Сімфероп. клубу письменників. Від 2001 – гол...."
2823,В’ялий Володимир Петрович,1930.0,"с. Гайчур, нині Тернувате Новомикол. р-ну Запоріз. обл.",скульптор і живописець,"(12. 06. 1930, с. Гайчур, нині Тернувате Новомикол. р-ну Запоріз. обл.) – скульптор і живописець. Член НСХУ (1970). Закін. Дніпроп. художнє училище (1952; викл. О. Бєляєва, М. Панін, О. Ситник). Відтоді..."
2825,В’яткін Олександр Васильович,1922.0,"м. Сарапул, нині Респ. Удмуртія, РФ",живописець,"(31. 02. 1922, м. Сарапул, нині Респ. Удмуртія, РФ) – живописець, графік і педагог. Член НСХУ (1960). Учасник 2-ї світової війни. Бойові нагороди. Закін. Харків. худож. інститут (1952; викл. С. Бесєдін, О...."
2826,В’ячеславова Олена Анатоліївна,1958.0,"м. Кізел Перм. обл., РФ",мистецтвознавець,"(12. 10. 1958, м. Кізел Перм. обл., РФ) – мистецтвознавець. Член НСХУ (2003). Закін. Інститут живопису, скульптури та архітектури у Ленінграді (нині С.-Петербург, 1985). Працювала 1986–98 завідувач відділу..."
2828,Вабищевич Олександр Йосипович,1951.0,"с. Ремель Брест. обл., нині Білорусь",графік і дизайнер,"(06.  08. 1951, с. Ремель Брест. обл., нині Білорусь) – графік і дизайнер. Член НСХУ (1992). Закін. Дніпроп. художнє училище (1972; викл. К. Беркута, В. Загубибатько, О. Куко). Працював оформлювачем,..."
2831,Ваврик Євген Петрович,1949.0,Тернопіль,режисер,"(24. 08. 1949, Тернопіль) – режисер. Заслужений діяч мистецтв України (2004). Закін. Харків. інститут культури (1971; викл. Є. Лисенко), Київ. інститут театр. мистецтва (1981; викл. В. Неллі). 1971–81 – викладач..."
2835,Вадимов Вадим Митрофанович,1952.0,Полтава,архітектор,"(12. 03. 1952, Полтава) – архітектор. Доктор архітектури (2003), професор (2006). Дійсний член Української академії архітектури (2005). Державна премія України у галузі архітектури (2000). Член НСАУ..."
2840,Вайно Марія Едуардівна,1956.0,с. Букачівці Рогатин. р-ну Івано-Фр. обл.,письменниця,"(13. 03. 1956, с. Букачівці Рогатин. р-ну Івано-Фр. обл.) – письменниця, кінодраматург. Член НСКінУ (2002), НСПУ (2003). Закін. Черніг. університет (2000). Учителювала в школах Калуша та Івано-Франківська, від..."
2843,Вайнцер Матис,1942.0,"м. Касавюрт, Дагестан, РФ",скрипаль,"(01. 10. 1942, м. Касавюрт, Дагестан, РФ) – скрипаль, педагог. Доц. (1984). Закін. Львів. консерваторію (1965; кл. О. Деркач), де й викладав 1968–90, водночас був концертмейстером камер. оркестру при..."
2848,Вайсберґ Матвій Семенович,1958.0,Київ,живописець і графік,"(28. 12. 1958, Київ) – живописець і графік. Онук М. Гарцмана. Заслужений художник України (2026). Закін. Респ. художню школу ім. Т. Шевченка (1977; викл. О. Абрамова, Є. Семенов), Київ. відділення Укр. полігр...."
2855,Вакарчук Олексій Вадимович,1960.0,Полтава,художник театру,"(22. 07. 1960, Полтава) – художник театру. Заслужений діяч мистецтв України (2025). Член НСХУ (1993). Закін. Київський художній інститут (1984; викл. А. Кириченко, Д. Лідер). Працював гол...."
2856,Вакарчук Святослав Іванович,1975.0,Львів,естрадний співак,"(14. 05. 1975, Львів) – естрадний співак. Син І. Вакарчука. Заслужений артист України (2005). Орден Свободи (2016). Навч. у Львів. муз. школі, закін. Львів. університет, у якому викладав. Від 1994 – соліст..."
2861,Вакуленко Аркадій Олександрович,1936.0,"с. Оленівка Комунарського, нині Алчевського р-ну Луганської обл.",поет,"(24. 09. 1936, с. Оленівка Комунарського, нині Алчевського р-ну Луганської обл.) — поет. Член НСПУ (2015). Закінчив Московський інститут культури (1966). Служив 1956—62 в армійському військовому..."
2863,Вакуленко Володимир Прокопович,1963.0,смт Сахновщина Харків. обл.,поет,"(11. 06. 1963, смт Сахновщина Харків. обл.) – поет, громадсько-політичний діяч. Член НСПУ (2003). Літ. премія ім. Олександра Олеся (2005). Працював на буд-ві; у Сахновщині – головою рай. організацій НРУ..."
2864,Вакуленко Володимир Степанович,1969.0,м. Знам’янка Кіровогр. обл.,живописець,"(14. 08. 1969, м. Знам’янка Кіровогр. обл.) – живописець. Чоловік Ю. Майстренко-Вакуленко. Лауреат конкурсу «Одеса-арт» (2002). Член НСХУ (2000). Закін. Укр. АМ (1995; викл. М. Компанець, А. Чебикін). Відтоді..."
2866,Вакулич Володимир Михайлович,1958.0,с. Велимче Ратнів. р-ну Волин. обл.,журналіст і поет,"(26. 11. 1958, с. Велимче Ратнів. р-ну Волин. обл.) – журналіст і поет. Канд. політ. н. (2002). Член НСПУ (1999). Закін. Львівський університет (1982). Працював кор., зав. парт.-політ. відділу в г. «Кіровоградська..."
2871,Вакулюк Дмитро Никифорович,1926.0,"с. Крилів, нині Корец. р-ну Рівнен. обл.",кінооператор,"(25. 02. 1926, с. Крилів, нині Корец. р-ну Рівнен. обл.) – кінооператор. Член НСКінУ (1983). Заслужений діяч мистецтв України (2004). Закін. ВДІК (1956; майстерня Б. Волчека). 1958–96 – на Київ. кіностудії худож...."
2878,Валенюк Олег Васильович,1964.0,м. Долина Івано-Фр. обл.,графік,"(29. 05. 1964, м. Долина Івано-Фр. обл.) – графік. Член НСХУ (1995). Закін. Львів. інститут прикладного та декоративного мистецтва (1992; викл. Т. Драган). Працює у галузях графіки, декор.-ужитк. мистецтва..."
2880,Валівоць Микола Іванович,1953.0,"с. Гелетинці, нині Хмельн. р-ну Хмельн. обл.",актор,"(17. 03. 1953, с. Гелетинці, нині Хмельн. р-ну Хмельн. обл.) – актор. Заслужений артист України (1993). Закін. студію при Київ. укр. драм. театрі ім. І. Франка (1977; курс М. Задніпровського). 1977– 2001 – актор..."
2882,Валієв Анатолій Васильович,1957.0,Київ,скульптор,"(02. 02. 1957, Київ) – скульптор. Член НСХУ (1989). Заслужений художник України (2009). Закін. Київський художній інститут (1984; викл. В. Бородай). Відтоді працював на Київ. худож. комбінаті. Осн. роботи – у..."
2883,Валієва Ганна Анатоліївна,1984.0,Київ,живописець і графік,"(24. 07. 1984, Київ) – живописець і графік. Дочка А. Валієва. Член НСХУ (2008). Закін. Нац. академію образотвор. мистецтва і архітектури (Київ, 2008; майстерня М. Стороженка). Учасниця всеукр. та закордон...."
2884,Валіт Мойсей Ашерович,1940.0,Сімферополь,музикознавець,"(13. 06. 1940, Сімферополь) – музикознавець. Член НСКУ (1983). Закін. Горьков. консерваторію (нині м. Нижній Новгород, РФ, 1963; кл. Д. Житомирського). Від 1965 – викладач теор. дисциплін Сімфероп. муз...."
2892,Вальшонок Зиновій Михайлович,1934.0,Харків,письменник,"(06. 03. 1934, Харків) – письменник. Член СП СРСР (нині – РФ, 1969). Закін. Харків. університет (1956). Учителював. Працював у Будинку нар. творчості (Харків), кор. на держтелерадіо. Від 1976 живе і працює в..."
2893,Валюк Юрій Петрович,1957.0,Одеса,живописець та графік,"(28. 03. 1957, Одеса) – живописець та графік. Член НСХУ (1989). Закін. Одес. пед. інститут (1980; викл. П. Злочевський). Відтоді працював у ньому викл.; 1997–2001 – в Одес. худож.-театр. училищі; від 2004 –..."
2894,Вандаловський Віктор Олексійович,1933.0,м. Амур-Нижньодніпровськ Дніпроп. обл.,живописець і графік,"(26. 08. 1933, м. Амур-Нижньодніпровськ Дніпроп. обл.) – живописець і графік. Син О. Вандаловського та Н. Глухенької, батько С. Вандаловського. Член НСХУ (1972). Закін. Київський художній інститут (1963;..."
2896,Вандаловський Сергій Вікторович,1961.0,Київ,графік та іконописець,"(07. 12. 1961, Київ) – графік та іконописець. Син В. Вандаловського, онук О. Вандаловського та Н. Глухенької. Член НСХУ (1995). Закін. Київський художній інститут (1986; викл. М. Попов, В. Сергєєв, А...."
2897,Ванденко Леонід Дмитрович,1950.0,с. Тракт Гайворон. р-ну Кіровогр. обл.,живописець,"(02. 07. 1950, с. Тракт Гайворон. р-ну Кіровогр. обл.) – живописець. Член НСХУ (2003). Закін. Одес. університет (1991). Мистецтву навч. 1978–99 у В. Власова. Працював виконробом, нач. дільниці, заст. нач. упр...."
2898,Ванджура Тадей,1928.0,"м. Дрогобич, нині Львів. обл.",співак (бас),"(25. 04. 1928, м. Дрогобич, нині Львів. обл.) – співак (бас). 2-а премія Міжнар. конкурсу співаків у м. Вітербо (Італія, 1961). 1944 емігрував до Німеччини, 1949 – до США. Вокал. освіту здобув у Чиказ. муз...."
2900,Вантух Мирослав Михайлович,1939.0,"с. Великосілки Кам’янко-Струмилів., нині Кам’янка-Бузького р-ну Львів. обл.",хореограф,"(18. 01. 1939, с. Великосілки Кам’янко-Струмилів., нині Кам’янка-Бузького р-ну Львів. обл.) – хореограф, педагог. Чоловік Валентини, батько Галини Вантухів. Академік АМУ (1996). Професор (1998). Народний..."
2901,Ваньовський Михайло Васильович,1943.0,с. Воютичі Самбір. р-ну Львів. обл.,хореограф,"(26. 06. 1943, с. Воютичі Самбір. р-ну Львів. обл.) – хореограф. Народний артист УРСР (1990). Закін. Дрогоб. пед. інститут (1969). Відтоді – у Палаці культури учнів. молоді (нині Львів. палац естет. виховання..."
2902,Вапнярська-Кудас Інна Дмитрівна,1966.0,Київ,художниця декоративного розпису і графік,"(27. 05. 1966, Київ) – художниця декоративного розпису і графік. Член НСХУ (1994), НСМНМУ (2000). Закін. Укр. АМ (1992; майстерня А. Чебикіна). Працювала 1992– 96 викл. у Київ. худож.-пром. технікумі; від 1996 –..."
2905,Варакута Валерій Миколайович,1943.0,"с. Васильківка, нині смт Дніпроп. обл.",диригент,"(27. 05. 1943, с. Васильківка, нині смт Дніпроп. обл.) – диригент, педагог. Закін. Київську консерваторію (1969, кл. баяна М. Різоля; 1981, кл. оперно-симф. диригування В. Гнєдаша). Від 1970 – зав. муз. частини..."
2906,Варакута Діана Григорівна,1949.0,с. Чаплине Васильків. р-ну Дніпроп. обл.,живописець,"(20. 03. 1949, с. Чаплине Васильків. р-ну Дніпроп. обл.) – живописець. Дружина О. Крюкова, мати Г. Крюкової та О. Крюка. Член НСХУ (1990). Закін. Київський художній інститут (1976; викл. В. Гурін, А...."
2910,Варварів Вікторія Костянтинівна,1954.0,Нью-Йорк,художниця і мистецтвознавець,"(21. 06. 1954, Нью-Йорк) – художниця і мистецтвознавець. Доктор мистецтвознавства (1984). Золота медаль за мозаїчну скульптуру Асоц. франц. мистців і Міжнар. асоц. мистців (Париж, 1975). Закін. Париз. АМ...."
