id,name,birth_year,birth_city,profession,bio_text
13917,Новиковський Олександр Володимирович,1959.0,Київ,графік,"(20. 06. 1959, Київ) – графік, живописець, скульптор. Син В. Новиковського. Член НСХУ (1990). Закін. Київський художній інститут (1983; викл. В. Селіванов, А. Лимарев). Від 1984 – на творчій роботі. 1996–98 – у..."
13920,Новицька Юлія Вікторівна,1976.0,Київ,живописець,"(19. 06. 1976, Київ) — живописець, дизайнерка. Відзнака Українського фонду культури імені Б. Олійника (2021), медаль СХ Казахстану (2023). Членкиня НСХУ (2024). Закінчила художню студію в Києві (1992; керівник..."
13922,Новицький Василь Павлович,1950.0,Київ,живописець,"(12. 11. 1950, Київ) – живописець, художник-монументаліст. Член НСХУ (1995). Навч. в худож. студіях А. Постоюка (1960-і рр.) та Ю. Химича (1970-і рр.), а також у М. Дерегуса та Б. Рапопорта (1980-і рр.). Закін. Київ...."
13926,Новицький Станіслав Сергійович,2000.0,"с. Павлівка Фрунзівського, нині Роздільнянського р-ну Одеської обл.",поет,"(27. 12. 2000, с. Павлівка Фрунзівського, нині Роздільнянського р-ну Одеської обл.) — поет, публіцист. Член АУП (2018), Товариства письменників і журналістів імені І. Франка (2022). Премії імені П. Куліша..."
13929,Новіков Юрій Михайлович,1952.0,"м. Дніпродзержинськ, нині Ка­м’янське Дніпроп. обл.",піаніст,"(15. 11. 1952, м. Дніпродзержинськ, нині Ка­м’янське Дніпроп. обл.) – піаніст, музично-громадський діяч, педагог. Заслужений діяч мистецтв України (1997), доцент (2016). Закін. Донец. муз.-пед. інститут..."
13930,Новікова Ольга Василівна,1969.0,Київ,сценограф,"(19. 05. 1969, Київ) – сценограф, живописець, графік. Член НСХУ (1995). Закін. Нац. академію образотвор. мистецтва та архітектури (Київ, 1995; майстерня Д. Лідера). Від 1997 працює художником-постановником у..."
13931,Новобранець Іван Якович,1939.0,с. Березоточа Лубен. р-ну Полтав. обл.,живописець,"(02. 05. 1939, с. Березоточа Лубен. р-ну Полтав. обл.) – живописець, кобзар, бандурист, лірник. Заслужений художник України (1999). Член НСМНМУ (1992), Національної спілки кобзарів України (2006). Лауреат 1-го..."
13932,Новодворський Юрій  Іванович,1928.0,"м. Коломия, нині Івано-Фр. обл.",піаніст,"(03. 04. 1928, м. Коломия, нині Івано-Фр. обл.) – піаніст, педагог. Син І. Новодворського. Навч. у філії Вищого муз. інституту (Коломия, 1934; кл. Г. Лагодинської-Залеської), закін. Львів. консерваторію (1952;..."
13933,Новоженець-Гаврилів Галина Павлівна,1961.0,Львів,живописець,"(25. 02. 1961, Львів) – живописець. Заслужений діяч мистецтв України (2018). Канд. ми­стецтвознавства (2013), професор (2019). Член мист. товариства «Шлях» (1988–92, Львів), НСХУ (1996). Закін. Укр. полігр...."
13935,Новосад Валерій Ілліч,1955.0,Луцьк,військовий диригент,"(11. 06. 1955, Луцьк) – військовий диригент. Заслужений артист України (1997). Закін. Моск. консерваторію (1985). Був арт. оркестрів: штабу Прикарп. військ. округу (Львів, 1974–76), у Дрездені (Німеччина,..."
13938,Новосельський Богдан Федорович,1956.0,"м. Інта, Респ. Комі, РФ",художник по металу,"(02. 01. 1956, м. Інта, Респ. Комі, РФ) – художник по металу. Член-кореспондент Укр. академії архітектури (2005). Заслужений художник України (2009). Закін. Вижниц. училище декор.-приклад. мистецтва..."
13943,Новосьолов Микола Миколайович,1950.0,"м. Ленінакан, нині Ґюмрі, Вірменія",поет,"(17. 11. 1950, м. Ленінакан, нині Ґюмрі, Вірменія) – поет, бард. Член НСПУ (1998). Літ. премія ім. В. Шутова (1991). Неодноразовий призер конкурсів автор. пісні, зокрема 9-го Міжнар. фестивалю «Пісня над..."
13945,Новохатько Сергій Олександрович,1964.0,м. Кривий Ріг Дніпроп. обл.,живописець,"(03. 01. 1964, м. Кривий Ріг Дніпроп. обл.) – живописець. Член НСХУ (1995). Закін. Укр. АМ (Київ, 1993; викл. О. Басанець, Д. Лідер, С. Подер­в’янський). 1985–87 працював художником-оформлювачем у Криворіз...."
13948,Нога Олесь Павлович,1959.0,Львів,мистецтвознавець,"(27. 11. 1959, Львів) – мистецтвознавець, культуролог, графік. Канд. мистецтво­знавства (1995). Премія ім. В. Ґжи­ць­кого (1995). Член НТШ (1992), НСХУ (1993). Закін. Львів. училище приклад. мистецтва (1980), Львів...."
13950,Нольден Віктор,1941.0,"м. Нью-Йорк, США",художник,"(1941, м. Нью-Йорк, США) – художник, архітектор. Син Є. Наконечного. Спочатку малярству навч. в Студії Л. Морозової, а згодом заг. мист. освіту здобув у держ. Квінс-коледжі в Нью-Йорку. Ще учнем..."
13952,Норазян Вачаган Миколайович,1957.0,"м. Кисловодськ Ставропол. краю, РФ",графік,"(18. 05. 1957, м. Кисловодськ Ставропол. краю, РФ) – графік, живописець. Чоловік Є. Моргулян. Член НСХУ (1988–2017). Закін. Харків. худож.-пром. інститут (1979; викл. Б. Колесник, Б. Косарев, П. Осначук). На..."
13955,Норець Ірина Олександрівна,1960.0,Київ,художниця кераміки,"(28. 04. 1960, Київ) – художниця кераміки. Член Національної спілки нар. майстрів України (2015). Закін. факультет пром. дизайну Київ. худож.-пром. технікуму (1982; викл. І. Волкотруб, В. Головко)...."
13957,Норчук Олександр Федорович,1978.0,с. Грузевиця Хмельн. р-ну Хмельн. обл.,актор,"(26. 03. 1978, с. Грузевиця Хмельн. р-ну Хмельн. обл.) – актор. Народний артист України (2025). Закін. Київ. інститут театр. мистецтва (1999; курс І. Молостової). Відтоді працює у Нац. укр. драм. театрі ім. М...."
13960,Носань Володимир Анатолійович,1970.0,м. Балаклія Харків. обл.,графік,"(10. 06. 1970, м. Балаклія Харків. обл.) – графік, живописець, педагог. Заслужений діяч мистецтв України (2018). Член НСХУ (2003). Закін. Харків. худож.-пром. інститут (1998; викл. В. Гонтаров, В. Звольський), де..."
13961,Носар Тарас Всеволодович,1959.0,"м. Сталіно, нині Донецьк",живописець,"(10. 07. 1959, м. Сталіно, нині Донецьк) – живописець, графік. Член НСХУ (2000). Закін. Київський університет культури і мистецтв (2013). Від 1984 працював художником з розпису в міських реклам. агенціях,..."
13966,Носенко Ганна Андріївна,1954.0,Київ,живописець,"(24. 03. 1954, Київ) – живописець, графік. Дружина Генрі, мати Тетяни Ягодкіних. Член Європейської гільдії пастелістів (2012), НСХУ (2013). Лауреатка виставки-конкурсу ім. М. Макаренка (2019). Закінчила..."
13967,Носенко Владислав Борисович,1952.0,Київ,перекладач,"(псевд.: Влад Серпневий, Влад Лев; 05. 08. 1952, Київ) – перекладач, прозаїк. Член НСПУ (2012). Закін. Київський університет (1974). Працював референтом у Т-ві культур. зв’язків з українцями за кордоном..."
13968,Носенко Анна Іванівна,1979.0,"м. Помічна, нині Новоукр. р-ну Кіровогр. обл.",мистецтвознавець,"(30. 07. 1979, м. Помічна, нині Новоукр. р-ну Кіровогр. обл.) – мистецтвознавець, живописець, художниця декоративного ткацтва. Канд. мистецтвознавства (2006). Засл. діяч мистецтв України (2024). Чл. НСХУ..."
13969,Носенко Олександр Борисович,1951.0,Київ,архітектор,"(30. 04. 1951, Київ) – архітектор. Державна премія України у галузі архітектури (1995). Закін. Київський художній інститут (1974). Працював 1975–77 та 1990–95 в інституті «Діпромісто»; 1977–90 – в інституті..."
13973,Носенков Володимир Миколайович,1955.0,"м. Гостиловка Брян. обл., РФ",живописець,"(10. 11. 1955, м. Гостиловка Брян. обл., РФ) – живописець, художник монументально-декоративного мистецтва. Заслужений діяч мистецтв України (2015). Член НСХУ (1993). Закін. Харків. худож.-пром. інститут..."
13982,Носок Сергій Олександрович,1981.0,Житомир,графік,"(01. 11. 1981, Житомир) – графік, живописець. Член НСХУ (2012). Закін. Укр. академію друкарства (Львів, 2004; викл. О. Борисенко, В. Сава). Викл. спец. дисциплін Житомир. худож. школи (2006–09, від 2012); водночас..."
13984,Ночовний Микола Васильович,1943.0,"с. Жовтневе, нині Покровське Лубен. р-ну Полтав. обл.",письменник,"(Ночовний-Богарада; 22. 07. 1943, с. Жовтневе, нині Покровське Лубен. р-ну Полтав. обл.) – письменник, журналіст. Член НСПУ (1980). Закін. Київський університет (1974). Працював вантажником, бетонярем,..."
13986,Нудик Ярослав Володимирович,1968.0,Львів,співак,"(07. 02. 1968, Львів) – співак, актор, композитор, ведучий. Заслужений артист України (2018). Національна премія України імені Т. Шевченка (2008). Закін. Львів. муз. училище (1993; кл. вокалу А. Грома). 1991–98 –..."
13988,Нужа Ганна Віталіївна,1969.0,Київ,віолончелістка,"(15. 03. 1969, Київ) – віолончелістка, педагог, музично-громадська діячка. Доц. Заслужений артист України (1998). Лауреатка Всесоюз. конкурсу струн. квартетів (Москва, 1989, 3-я премія), Міжнар. конкурсу..."
13996,Няраді Владо,1966.0,"м. Врбас, нині Сербія",русинський художник і графік у Сербії,"(16. 06. 1966, м. Врбас, нині Сербія) – русинський художник і графік у Сербії. Член СХ Воєводини та Сербії, СХ і майстрів декор.-ужитк. мистецтва та дизайнерів Воєводини та Сербії, Міжнар. худож...."
14006,Обезюк Микола Наумович,1938.0,"с. Білижинці, нині Шепетів. р-ну Хмельн. обл.",скульптор,"(03. 05. 1938, с. Білижинці, нині Шепетів. р-ну Хмельн. обл.) – скульптор. Заслужений художник України (1991). Член НСХУ (1978). Майстер спорту з фехтування (1960), призер 2-ї Спартакіади народів СРСР (1964)...."
14007,Обелець Анатолій Анатолійович,1960.0,"м. Ляйпциґ, Німеччина",художник декоративного мистецтва,"(16. 05. 1960, м. Ляйпциґ, Німеччина) – художник декоративного мистецтва. Член НСХУ (2017). Закінчив Одеський університет (1982). Від 1983 працював майстром на Новокаховському електромашинобудівному..."
14009,Оберенко Володимир Тихонович,1939.0,"с. Завидово Калінін., нині Твер. обл., РФ",співак (баритон),"(17. 10. 1939, с. Завидово Калінін., нині Твер. обл., РФ) – співак (баритон), композитор, педагог. Народний артист України (1995). Закін. Львів. торг.-екон. інститут (1960), Київ. консерваторію (1988; кл. С...."
14016,П’ятакова Катерина Артемівна,1977.0,Київ,графік,"(26. 06. 1977, Київ) — графік. Ґран-Прі 12 Міжнародного фестивалю «Срібна акула» в номінації «Живопис і скульптура» (Київ, 2012), 3-є місце Міжнародного онлайн-конкурсу митців, що працюють у техніці..."
14017,П’ятаченко Сергій Васильович,1965.0,Суми,поет,"(25. 03. 1965, Суми) — поет, літературознавець, фольклорист. Кандидат філологічних наук (2003). Дійсний член НТШ (2019). Член НСПУ (2012), НСЖУ (1998). Лауреат Сумської обласної..."
14022,Павельчук Іванна Андріївна,1968.0,Київ,живописець,"(16. 05. 1968, Київ) — живописець. Член НСХУ (1995). Заслужений художник України (2009). Доктор мистецтвознавства (2021). Навчалася в Державному педагогічному університеті імені І. Крянге в Кишиневі (1988—92)..."
14023,Павенський Володимир Михайлович,1957.0,Чернівці,композитор,"(23. 05. 1957, Чернівці) — композитор, педагог. Премія імені В. Косенка (2012). Член НСКУ (1994). Закінчив Львівську консерваторію (1985; кл. В. Камінського). Від 1984 — музичний редактор Львівського..."
14026,Павленко Іван Якимович,1945.0,"с. Острів Бахмацького, нині Ніжинського р-ну Чернігівської обл.",хоровий диригент,"(25. 10. 1945, с. Острів Бахмацького, нині Ніжинського р-ну Чернігівської обл.) — хоровий диригент, фольклорист, композитор, педагог. Професор (1995). Заслужений працівник культури УРСР (1984). Премія..."
14028,Павленко Ніна Євтухівна,1932.0,"с. Черевки, нині Броварського р-ну Київської обл.",співачка (сопрано),"(29. 04. 1932, с. Черевки, нині Броварського р-ну Київської обл.) — співачка (сопрано), бандуристка, педагог. Народна артистка УРСР (1977). Закінчила Київську консерваторію (1958; кл. бандури В. Кабачка,..."
14030,Павленко Валентина Василівна,1956.0,Чернігів,живописець,"(01. 01. 1956, Чернігів) — живописець. Членкиня НСХУ (2008). Освіта середня. Працювала художником-оформлювачем у Чернігівських майстернях Художнього фонду України (1973—2003). Відтоді — на творчій..."
14033,Павленко Анатолій Федорович,1951.0,"с. Березань, нині місто Броварського р-ну Київської обл.",графік,"(18. 02. 1951, с. Березань, нині місто Броварського р-ну Київської обл.) — графік, живописець, художник декоративного текстилю (гобелен). Член НСХУ (1989). Закінчив Львівський інститут прикладного та..."
14034,Павленко Марина Степанівна,1973.0,с. Старичі Яворівського р-ну Львівської обл.,письменниця,"(30. 03. 1973, с. Старичі Яворівського р-ну Львівської обл.) — письменниця, літературознавець, педагог, художник-ілюстратор. Дочка Степана та Ольги, сестра Лесі Павленків. Членкиня НСПУ (1997)...."
