id,migration_status,migration_reasoning
2303,non_migrated,Career entirely within Kyiv and Ukrainian SSR with no indication of emigration.
2306,non_migrated,Worked and exhibited within Ukrainian SSR/Ukraine throughout career.
2307,non_migrated,Studied and worked in Ukraine (Kamianets-Podilskyi and Kyiv); no emigration noted.
2308,non_migrated,Based in Kryvyi Rih with career entirely within Ukrainian SSR.
2310,non_migrated,Worked in Ukrainian press and Soviet institutions; career confined to Ukraine.
2312,non_migrated,Studied and worked in Odesa and Kyiv; no emigration indicated.
2314,non_migrated,Worked in Kyiv art institutions throughout career; no emigration noted.
2317,non_migrated,Career as literary scholar entirely within Ukraine (Vinnytsia).
2318,non_migrated,Actor and director who worked in Ukrainian theatres throughout career.
2322,non_migrated,Studied in Moscow but returned and worked in Ukraine; no emigration to non-Soviet country.
2323,non_migrated,Poet and literary scholar based in Ukraine; no emigration indicated.
2324,non_migrated,Performer based in Ukraine; studied in Moscow but returned; no emigration to non-Soviet country.
2326,non_migrated,Actor who worked in Ukrainian theatres throughout career.
2328,internal_transfer,Born in Irkutsk (Russia); worked in theatres of Novosibirsk and Lipetsk before settling in Ukraine.
2329,non_migrated,Writer based in Mykolaiv; no emigration indicated.
2331,non_migrated,Designer based in Kharkiv; personal exhibitions in Moscow were visits not emigration.
2332,non_migrated,Born in Kyrgyzstan; studied in Leningrad; chaired Kherson NSHU from 1992 — settled in Ukraine.
2338,non_migrated,Born in Tula (Russia); studied and settled in Kharkiv; teaching career entirely in Ukraine.
2345,non_migrated,Studied in Rostov then career entirely in Donetsk art institutions; no emigration.
2346,non_migrated,Actor who worked in Dnipro and other Ukrainian theatres throughout career.
2351,non_migrated,Opera singer based in Ukrainian theatres throughout career.
2352,non_migrated,Actor working in Ukrainian theatres; no emigration noted.
2353,non_migrated,Born in Russia but worked in Ukraine; graphic artist and pedagogue based in Kyiv.
2354,non_migrated,Born in Chita (Russia); studied and built career in Kryvyi Rih; settled in Ukraine.
2355,non_migrated,Graphic artist and design teacher based in Kyiv; no emigration indicated.
2356,non_migrated,Writer and journalist based in Ukraine; no emigration noted.
2357,non_migrated,Painter based in Kherson; no emigration indicated.
2358,non_migrated,Master weaver based in Reshetylivka (Poltava region) throughout career.
2360,non_migrated,Poet based in Kyiv; works for National Radio Company of Ukraine since 1988.
2361,non_migrated,Architect based in Kyiv; participated in exhibitions in Belgium and USA but settled in Ukraine.
2363,non_migrated,Actor working in Zhytomyr theatres; career entirely within Ukraine.
2364,non_migrated,Prose writer working in Zhytomyr regional press; career entirely within Ukraine.
2368,non_migrated,Ballet artist and choreographer based in Ukraine; Varna and Paris competition appearances were visits not emigration.
2369,non_migrated,Writer and literary scholar based in Rivne; no emigration indicated.
2370,unknown,Born in Russia; studied in Petrograd; bio truncated with insufficient detail on final residence.
2373,non_migrated,Painter and graphic artist based in Lviv throughout career.
2374,non_migrated,Writer based in Cherkasy region; no emigration indicated.
2375,non_migrated,Pianist based in Drohobych; no emigration indicated.
2376,non_migrated,Art historian based in Lviv; member of NTSh but within Ukraine.
2377,non_migrated,Decorative arts artist based in Rivne region throughout career.
2382,non_migrated,Cinematographer based in Kyiv; career at Ukrainian film studios.
2384,non_migrated,Poet and philology scholar based in Vinnytsia; no emigration indicated.
2386,migrated,Left Ukraine in 1942; settled abroad (outside Soviet sphere) as member of Organisation of Ukrainian Stage Artists.
2387,non_migrated,Literary scholar working at Kharkiv University throughout career.
2391,non_migrated,Art historian based in Kyiv; worked at Ukrainian state institutions.
2393,non_migrated,Theatre director working in Ukrainian theatres throughout career.
2395,non_migrated,Painter based in Kyiv; participated in international exhibitions but settled in Ukraine.
2397,non_migrated,Artist working in Kharkiv and Luhansk; career entirely within Ukraine.
2402,non_migrated,Actor and director working in Ukrainian theatres; career entirely within Ukraine.
2404,non_migrated,Violinist based in Kyiv; international competitions were visits not emigration.
2408,non_migrated,Born in Nizhny Tagil (Russia); studied at Cincinnati art academy (USA) briefly but career based in Kharkiv.
2409,non_migrated,Born in Russia; studied and settled in Simferopol; literary scholar at Taurida University in Ukraine.
2410,non_migrated,Graphic artist and set designer based in Kharkiv throughout career.
2411,non_migrated,Textile designer who studied in Moscow; worked at Kyiv House of Fashion; career settled in Ukraine.
2412,non_migrated,Film director at Kyiv film studio throughout career; no emigration indicated.
2413,non_migrated,Born in Russia; studied in Leningrad; settled in Simferopol where she taught and worked.
2415,non_migrated,Born in Novosibirsk (Russia); studied and settled in Kyiv; worked in Ukrainian theatres.
2416,non_migrated,Translator based in Kyiv throughout career; no emigration indicated.
2421,non_migrated,Opera singer based in Kyiv; master class in West Berlin was a visit not emigration.
2422,non_migrated,Singer based in Ukraine; no emigration indicated.
2423,unknown,Born in Pochaiv; studied in Warsaw AM (1938); bio truncated — unclear if remained in Poland or returned to Ukraine.
2426,non_migrated,Writer based in Rivne region; worked in Ukrainian press and institutions.
2431,non_migrated,Musicologist based in Donetsk throughout career; no emigration indicated.
2432,non_migrated,Architect based in Kharkiv throughout career; no emigration indicated.
2434,non_migrated,Poet based in Kyiv region; worked in Ukrainian cultural institutions.
2435,non_migrated,Born in Vitebsk (Belarus); actor who worked in Ukrainian theatres from 1950s onward; settled in Ukraine.
2436,non_migrated,Born in Penza (Russia); studied and settled in Kyiv; career in Ukrainian institutions.
2438,non_migrated,Painter based in Kryvyi Rih and Dnipro; career entirely within Ukraine.
2442,non_migrated,Graphic artist based in Dnipro; career entirely within Ukraine.
2444,non_migrated,Pianist based in Donetsk; career entirely within Ukraine.
2445,migrated,Studied in Lviv and Vienna Conservatory; bio indicates diaspora activity — likely emigrated westward.
2447,non_migrated,Decorative arts artist based in Crimea/Ukraine; studied in Leningrad but returned to work in Ukraine.
2448,non_migrated,Singer and choirmaster based in Ukraine; no emigration indicated.
2450,non_migrated,Literary scholar based in Zvyahel (Zhytomyr region); career at Ukrainian academic institutions.
2453,non_migrated,Film director at Kyiv film studio; career entirely within Ukraine.
2456,internal_transfer,Born in Moscow; trained in Kyiv but received RF title (1994) and worked in Russia — transferred back and forth; primarily worked in both Soviet/post-Soviet contexts with no settled non-Soviet emigration.
2457,non_migrated,Violinist based in Rivne; teaching career entirely within Ukraine.
2458,non_migrated,Actor working in Ukrainian theatres throughout career.
2459,non_migrated,Painter based in Ternopil; career entirely within Ukraine.
2461,non_migrated,Actor working in Zakarpattia and other Ukrainian theatres throughout career.
2463,non_migrated,Poet and journalist based in Zhytomyr region; no emigration indicated.
2465,migrated,Received Polish cultural honours (1988; 1993) and USA prize (2000); settled in Poland after working in Ukrainian polygraphy institute.
2466,migrated,Born in Katowice (Poland); studied in Brazil (Parana school); career evidently abroad in non-Soviet countries.
2467,non_migrated,Designer based in Chernivtsi; career entirely within Ukraine.
2472,non_migrated,Poet and diplomat based in Kyiv; NSPУ member; no permanent emigration indicated.
2473,non_migrated,Art historian based in Luhansk; career entirely within Ukraine.
2475,non_migrated,Poet based in Kharkiv region; no emigration indicated.
2477,non_migrated,Graphic artist based in Kyiv; career at Kyiv art institutions.
2484,non_migrated,Pianist based in Odesa; international competition wins were visits not emigration.
2485,non_migrated,Painter who worked in Norilsk 1981-88 (Russia) before returning; settled career in Ukraine.
2486,migrated,Emigrated to Australia in 1949 with parents; studied at Royal Melbourne institute; settled in Australia.
2492,non_migrated,Sculptor based in Kyiv; career at Kyiv production combine throughout.
2494,unknown,Born 1861; bio heavily truncated; insufficient information to determine migration.
2497,non_migrated,Born in Russia; worked in Lviv 1954-64 then career in Ukraine; settled in Ukraine.
2500,non_migrated,Born in Russia; studied in Krasnodar; received Ukrainian and Russian honours; worked in Ukraine (career based in Ukraine despite Russian title).
2501,non_migrated,Poet and translator based in Odesa; works for Odesa state TV company.
2503,non_migrated,Graphic artist based in Ternopil/Lviv region; career entirely within Ukraine.
2507,non_migrated,Prose writer based in Luhansk region; career in Ukrainian press.
2508,non_migrated,Actor and singer based in Ukrainian theatres throughout career.
2509,non_migrated,Painter and graphic artist based in Kharkiv; teaching at Kharkiv art institute.
2512,unknown,Born in St. Petersburg 1856; worked as Kyiv city architect 1898-1920; bio truncated — unclear if emigrated.
2513,non_migrated,Born in Kazakhstan; studied in Kyiv; worked at Kyiv art production combine from 1990.
2514,non_migrated,Painter based in Kryvyi Rih and Kyiv; career entirely within Ukraine.
2515,non_migrated,Decorative arts artist who studied in Moscow; career settled in Ukraine (Berdiansk/Zaporizhzhia).
2526,deported,Forcibly resettled from Poland to Ukraine under Operation Vistula (Операція «Вісла») — Polish state ethnic cleansing of Ukrainians.
2529,non_migrated,Opera singer who studied in Moscow Conservatory but settled career in Ukrainian theatres.
2531,non_migrated,Singer based in Lviv and Kyiv throughout career; no emigration indicated.
2535,non_migrated,Painter based in Kyiv; career entirely within Ukraine.
2536,non_migrated,Theatre artist based in Kyiv; career entirely within Ukraine.
2541,non_migrated,Painter based in Ukraine (Chernihiv region and Kyiv area); career in Ukrainian institutions.
2544,non_migrated,Writer who studied in Moscow literary institute but settled career in Lviv publishing.
2545,non_migrated,Graphic artist born in Kazakhstan; studied and settled in Kyiv; participated in international exhibitions but based in Ukraine.
2549,non_migrated,Film artist born in Russia; career entirely within Ukrainian film industry (NSHU and NSKinU member).
2559,non_migrated,Pianist based in Lviv; teaching at Lviv Conservatory throughout career.
2561,non_migrated,Music pedagogue born in Russia; settled career in Vinnytsia pedagogy institutions.
2565,non_migrated,Sculptor based in Kyiv; career entirely within Ukraine.
2566,non_migrated,Painter based in Ivano-Frankivsk; career as restorer entirely within Ukraine.
2569,unknown,Singer born in Kharkiv (1924); studied there; bio truncated — insufficient detail to determine final migration status.
2570,non_migrated,Graphic artist based in Khmelnytskyi region; career entirely within Ukraine.
2571,non_migrated,Born in Kyrgyzstan; studied and settled in Kyiv; choreographer at Ukrainian folk ensembles.
2573,migrated,Born in Germany (Mittenwald); studied at Manhattan Conservatory (New York); working there as professor since 1993 — settled in USA.
2574,non_migrated,Painter born in Donetsk; studied and based career in Ukraine despite 2022 displacement; prizes awarded in Ukraine.
2577,non_migrated,Born in Ashgabat (Turkmenistan); settled career in Uzhhorod/Zakarpattia (Ukraine); NSHU member based in Ukraine.
2580,non_migrated,Screenwriter and journalist based in Kyiv; career at Ukrainian television.
2581,non_migrated,Conductor and composer based in Kirovohrad region; career entirely within Ukraine.
2583,non_migrated,Graphic artist based in Lviv; career entirely within Ukraine.
2584,migrated,Bio states "Виїхав за..." (emigrated abroad) — emigrated to non-Soviet country (truncated but migration explicitly stated).
2587,non_migrated,Graphic artist based in Kyiv; career entirely within Ukraine.
2588,non_migrated,Painter based in Kharkiv; career entirely within Ukraine.
2595,non_migrated,Graphic artist based in Kyiv; prizes and exhibitions entirely within Ukraine.
2596,unknown,Born 1886; worked in Kharkiv until 1951; bio truncated — insufficient information on final residence or emigration.
