id,migration_status,migration_reasoning
14448,non_migrated,Born and worked entire career in Ukrainian SSR/Ukraine as a singer and pedagogue.
14449,non_migrated,Born in Leningrad but graduated Kyiv theater university and worked in Ukraine throughout adult career.
14450,non_migrated,Born in Poltava region; entire literary career based in Ukraine with Ukrainian prizes.
14453,non_migrated,Born in Belarus but studied in Kyiv and joined НСХУ in 1992; settled and worked in Ukraine.
14454,non_migrated,Born in Chernihiv region; received Народний художник України and worked in Ukraine throughout career.
14458,unknown,Born in Ukraine but received Kuzbass regional prize (Russia) suggesting time working there; bio truncated with insufficient detail to confirm settlement.
14461,non_migrated,Born in Kyiv; worked as director in Ukraine receiving Soviet and Ukrainian honors.
14462,non_migrated,Born in Bila Tserkva; Народний артист УРСР and worked entire singing career in Ukraine.
14463,non_migrated,Born in Ivano-Frankivsk; studied and worked as violinist in Ukraine throughout career.
14464,non_migrated,Born in Buchach Ukraine; worked as violinist and educator in Ivano-Frankivsk throughout career.
14465,non_migrated,Born in Ivano-Frankivsk; studied and worked as violinist in Ukraine receiving Народний артист України.
14466,non_migrated,Born in Chelyabinsk Russia but settled in Ivano-Frankivsk; entire adult career in Ukraine as pianist and professor.
14470,migrated,Born in Lima Peru; immigrated to USA (Chicago) in 1961 with Ukrainian refugee parents and built academic career there.
14471,non_migrated,Born in Ivano-Frankivsk region; worked as poet in Ukraine receiving Ukrainian literary prizes.
14472,non_migrated,Born in Ivano-Frankivsk region; studied in Kosiv and worked as sculptor in Ukraine.
14475,non_migrated,Born in Kyiv; studied and worked as graphic artist in Kyiv throughout career.
14477,non_migrated,Born in Vinnytsia; worked as painter in Vinnytsia throughout career.
14478,migrated,Born in village now in Warmia-Mazury voivodeship Poland; worked as musicologist and cultural figure in Poland receiving honorary doctorate from Ukrainian Catholic University.
14479,non_migrated,Born in Khust Ukraine; graduated Leningrad Conservatory and returned to work in Ukraine as composer and folklorist.
14480,non_migrated,Born in Khmelnytsky region; worked as poet and translator in Ukraine.
14487,non_migrated,Born in Kyiv region; worked as soprano singer and pedagogue in Ukraine receiving Народна артистка України.
14491,non_migrated,Born in Dnipro; worked as singer and educator in Ukraine throughout career.
14492,non_migrated,Born in Novovolynsk; graduated Kyiv engineering institute and worked as architect in Ukraine.
14493,non_migrated,Born in Odesa; worked as graphic artist and art historian in Ukraine receiving Ukrainian prizes.
14495,non_migrated,Born in Odesa; graduated Moscow art school and returned to teach and work in Ukraine from 1972.
14496,non_migrated,Born in Bryansk region Russia; graduated Odesa and Moscow institutes and settled in Ukraine as writer and member НСПУ.
14498,non_migrated,Born 1864; graduated St. Petersburg and worked as architect on Donetsk railway and in Ukraine in early 20th century.
14499,non_migrated,Born in Zhytomyr region; worked as writer in Ukraine receiving Ukrainian literary prizes.
14503,non_migrated,Born in Zaporizhzhia; worked as painter in Zaporizhzhia and Ukraine throughout career.
14504,non_migrated,Born in Sumy region; graduated Kharkiv university and worked as painter in Ukraine.
14505,non_migrated,Born in Kyiv region; worked as poet in Ukraine receiving Ukrainian literary prizes.
14509,non_migrated,Born in Lviv; worked as bass singer in Lviv receiving Заслужений артист України.
14510,non_migrated,Born in Dnipro; graduated Dnipro institute and worked as architect in Ukraine receiving State Prize of Ukraine.
14512,non_migrated,Born in Brody Lviv region; graduated Lviv Polytechnic and worked as architect in Ukraine.
14514,non_migrated,Born in Nizhyn Chernihiv; worked as art scholar and pedagogue in Ukraine throughout career.
14519,non_migrated,Born in Balashov Russia; received Poltava regional prizes and worked as painter in Ukraine throughout career.
14524,non_migrated,Born in Kirovohrad region; worked as prose writer in Ukraine receiving Ukrainian literary prizes.
14525,non_migrated,Born in Vinnytsia region; worked as journalist and writer in Ukraine receiving Ukrainian honors.
14526,non_migrated,Born in Kharkiv region; worked as writer in Ukraine and member НСПУ.
14527,non_migrated,Born in Luhansk; graduated Kyiv institute and worked as painter in Kyiv.
14528,non_migrated,Born in Simferopol; graduated Kyiv institute and worked as choreographer and art scholar in Ukraine.
14529,non_migrated,Born in Kharkiv; worked as poet and designer in Kharkiv receiving Ukrainian awards.
14532,non_migrated,Born in Kyiv; worked as literary scholar at Dnipro university throughout career.
14536,non_migrated,Born in Dnipro; worked as architect in Dnipro receiving Ukrainian honors and academic titles.
14544,non_migrated,Born in Chernihiv region; graduated Kyiv and worked as sculptor in Ukraine.
14545,non_migrated,Born in Liuboml Volyn; graduated Kyiv Conservatory and worked as tenor singer in Ukraine receiving Народний артист України.
14546,non_migrated,Born in Kyiv; graduated Kyiv Conservatory and worked as conductor in Ukraine.
14547,non_migrated,Born in Khabarovsk Russia; graduated Lviv institute and settled in Ukraine as textile artist; member НСХУ from 1988.
14550,non_migrated,Born in Reshetyliv Poltava region; worked as decorative artist in Ukraine.
