id,name,birth_year,birth_city,profession,bio_text
13402,Мяус Олена Вікторівна,1984.0,Черкаси,прозаїк,"(Довгань; 05. 09. 1984, Черкаси) – прозаїк. Член НСПУ (2012). Літ. премія ім. Ф. Мицика (2007). Закін. Черкас. університет (2012). Працювала бібліотекарем у б-ці-філії для дітей Черкас (2012–18). Дебютувала..."
13404,Набережних Наталія Анатоліївна,1971.0,"м. Рубіжне Ворошиловгр., нині Луган. обл.",живописець,"(16. 01. 1971, м. Рубіжне Ворошиловгр., нині Луган. обл.) – живописець. Член НСХУ (2000–16). Закін. Харків. худож.-пром. інститут (1998; викл. В. Бондаренко, Г. Тищенко). На творчій роботі. Учасниця обл.,..."
13407,Набока Андрій Олегович,1985.0,Київ,графік,"(14. 02. 1985, Київ) – графік. Син О. Набоки. Член НСХУ (2009). Закін. Нац. академію образотвор. мистецтва та архітектури (Київ, 2010; майстерня О. Лопухова). На творчій роботі. Учасник міських, всеукр.,..."
13408,Набока Олег Васильович,1946.0,с. Тупичів Городнян. р-ну Черніг. обл.,графік,"(01. 09. 1946, с. Тупичів Городнян. р-ну Черніг. обл.) – графік. Батько А. Набоки. Член НСХУ (2008). Закін. Київ. полігр. факультет Укр. полігр. інституту (1986; викл. Б. Валуєнко). На творчій роботі...."
13409,Навоєва Ірина Леонідівна,1963.0,Житомир,хоровий диригент,"(03. 03. 1963, Житомир) – хоровий диригент, співачка (сопрано), композитор, педагог. Канд. мистецтвознавства (2019). Заслужений діяч мистецтв України (2015), засл. діяч культури Польщі (2016). Обл. літ.-мист...."
13410,Навротський Василь Всеволодович,1948.0,м. Миргород Полтав. обл.,співак (бас),"(12. 02. 1948, м. Миргород Полтав. обл.) – співак (бас), педагог. Професор (2011). Народний артист України (2011). Лауреат Респ. конкурсу вокалістів (Київ, 1968), Всесоюз. конкурсу вокалістів ім. М. Глінки..."
13411,Навроцька Зоя Михайлівна,1957.0,с. Снітівка Летичів. р-ну Хмельн. обл.,мистецтвознавець,"(18. 05. 1957, с. Снітівка Летичів. р-ну Хмельн. обл.) – мистецтвознавець. Член НСМНМУ (1991, 1999–2001 – голова Волин. обл. осередку). Заслужений працівник культури України (2010). Закін. Київський художній..."
13415,Навроцький Анатолій Павлович,1940.0,м. Павлоград Дніпроп. обл.,хоровий диригент,"(25. 03. 1940, м. Павлоград Дніпроп. обл.) – хоровий диригент, педагог. Заслужений артист України (2000). Закін. Київську консерваторію (1971; кл. М. Берденникова). Відтоді – керівник вокал.-інструм...."
13419,Нагаєв Ібраїм-Герей Садикович,1951.0,Ташкент,кримськотатарський архітектор,"(19. 03. 1951, Ташкент) – кримськотатарський архітектор. Син Са­дика, брат Зареми Нагаєвих. Національна премія України імені Т. Шевченка (2005). Срібна медаль ВДНГ (Москва, 1987). Закін. архіт. відділ...."
13420,Нагаєва Зарема Садиківна,1949.0,Ташкент,кримськотатарський архітектор,"(30. 08. 1949, Ташкент) – кримськотатарський архітектор. Дочка Садика, сест­ра Ібраїма-Герея Нагаєвих. Доктор архітектури (1998, Москва; 2010 нострифікувала доктор. диплом в Україні), професор (2011)...."
