id,migration_status,migration_reasoning
10910,non_migrated,Kyiv-based painter who studied and worked in Ukraine with no indication of emigration or forced relocation.
10920,non_migrated,Writer studied in Moscow but career was based in Ukraine (Odesa and other Ukrainian cities); moving to study in Russia does not count as migration.
10925,non_migrated,Writer educated at Lviv University and worked as a teacher in Lviv; no evidence of emigration.
10934,migrated,Pianist with prizes in Hilton Head Island; San Jose; Los Angeles; and New Orleans — all US cities — indicating substantial career in North America.
10935,migrated,Born in Russia; listed as foreign member (зарубіж. чл.) of НСКУ (1993); indicates settled outside Ukraine in a non-Soviet country.
10936,non_migrated,Painter born in Donetsk region; studied in Odesa and worked in Ukrainian SSR with no emigration noted.
10938,non_migrated,Born in Yerevan (Armenian SSR); studied in Lviv and became member of НСХУ in 1967; career based in Ukraine within Soviet sphere.
10939,non_migrated,Painter born in Sumy region; studied and worked in Ukraine with no indication of emigration.
10940,non_migrated,Painter studied in Leningrad but career was based in Ukraine; prize in Berlin (2011) is a foreign exhibition prize not residency.
10942,non_migrated,Literary scholar studied at Zhytomyr University and worked there from 2004; based entirely in Ukraine.
10945,non_migrated,Painter trained and working in Kyiv with no mention of emigration.
10948,non_migrated,Writer studied at Lviv University and worked in Ukraine; no emigration evidence.
10954,non_migrated,Painter studied and worked in Ukraine with no indication of emigration.
10955,non_migrated,Literary scholar based in Vinnytsia region; career in Ukrainian academia with no emigration indicated.
10956,non_migrated,Architect worked in Yalta and other Ukrainian cities throughout career; no emigration.
10957,non_migrated,Born in Saratov (Russia); studied and worked in Ukraine as artist; Russian birth city does not indicate migration out of Ukraine.
10958,non_migrated,Designer born and educated in Kyiv; competed in Moscow (1989) but career based in Ukraine.
10959,non_migrated,Painter born and working in Kyiv; prize in Barcelona (2012) is a competition prize not residency.
10960,non_migrated,Graphic artist born and working in Kyiv throughout career; no emigration noted.
10961,non_migrated,Graphic artist born in Zhytomyr region; worked in Ukraine with international festival prizes but no emigration.
10962,non_migrated,Sculptor born in Volyn; studied and worked in Ukraine with no emigration noted.
10963,non_migrated,Architect worked in Kyiv-based institutes throughout career; no emigration.
10965,non_migrated,Poet studied and worked in Rivne region; career entirely in Ukraine.
10966,non_migrated,Graphic artist born in Belgorod (Russia); studied at Kharkiv Academy and became НСХУ member; career based in Ukraine.
10967,migrated,Member of СХ РФ (Russian Artists' Union) since 1993; studied in Kharkiv but clearly relocated to and established career in Russia after Ukrainian education.
10970,non_migrated,Actor born in Russia; studied at Kyiv Theatre Institute (1976) and subsequently worked in Ukrainian theatres; career based in Ukraine.
10971,migrated,Composer studied at Mannes College in New York (2010); US-based music education strongly indicates emigration to North America.
10972,non_migrated,Writer born in Ivano-Frankivsk region; studied and worked in Ukrainian educational institutions throughout career.
10976,non_migrated,Architect (1845–early 20th c.) worked in St Petersburg then returned to Ukraine; pre-Soviet era figure with no relevant migration classification.
10977,non_migrated,Pianist born in Balkhash (Kazakhstan); studied at Odesa Conservatory (1965) and worked in Ukraine as performer and teacher.
10978,non_migrated,Painter born in Donetsk region; studied in Kharkiv and career based in Ukraine.
10980,non_migrated,Theatre artist born in Sumy region; worked as chief artist of Sumy children's theatre throughout career.
10985,non_migrated,Jewellery artist born and working in Simferopol; career in Ukraine with no emigration noted.
10987,migrated,Lived in Moscow in early career then emigrated; co-founder of art group Inspection Medical Hermeneutics and active internationally — bio implies emigration from Soviet sphere to Western Europe.
10989,non_migrated,Painter born in Kolomna (Russia); studied in Odesa and became НСХУ member (1999); career based in Ukraine.
10992,non_migrated,Graphic artist born and educated in Odesa; career based in Ukraine throughout.
10994,non_migrated,Singer studied at Odesa Conservatory and career based in Ukrainian opera institutions.
10995,non_migrated,Architect worked entirely in Kyiv throughout career from 1962 onward.
10996,non_migrated,Sculptor born and working in Odesa; studied in Kyiv; career based in Ukraine.
10997,non_migrated,Sculptor born in Norilsk (Russia); studied and worked in Ukraine as НСХУ member; Russian birth city is not migration out of Ukraine.
10998,non_migrated,Painter born in Kherson; studied in Odesa and worked in Ukrainian institutions; career based in Ukraine.
10999,non_migrated,Painter born and educated in Kyiv; career based in Ukraine.
11000,non_migrated,Painter born and educated in Kyiv; career based in Ukraine throughout.
11001,non_migrated,Painter based in Poltava; studied locally and working in Ukrainian art circles.
11002,non_migrated,Graphic artist born in Bila Tserkva; studied and exhibited in Ukraine; no emigration.
11003,non_migrated,Poet and doctor born in Ivano-Frankivsk; studied there and works at Ivano-Frankivsk Medical Academy; career entirely in Ukraine.
11004,non_migrated,Sculptor born in Luhansk region; studied in Kharkiv and career based in Ukraine.
11005,non_migrated,Art scholar born in Kyiv; studied in Kyiv and Moscow (theatre studies) but career based in Ukraine.
11006,non_migrated,Writer born and educated in Kyiv region; career as a writer based in Ukraine.
11007,non_migrated,Painter born and educated in Ivano-Frankivsk and Kyiv; worked as restorer in Ukraine.
11009,non_migrated,Singer born in Lviv region; studied and performed in Ukraine; career based in Ukrainian opera.
11010,non_migrated,Singer born in Ternopil region; studied and performed in Ukraine; career based in Ukrainian music institutions.
11012,non_migrated,Graphic artist born in Vinnytsia region; studied and worked in Ukraine.
11014,non_migrated,Sculptor born in Ivano-Frankivsk; studied in Lviv and career based in Ukraine.
11015,non_migrated,Singer born in Lviv; studied and performed in Ukraine; no emigration mentioned.
11016,non_migrated,Literary scholar born in Poltava region; studied and works at Poltava pedagogical institution.
11018,non_migrated,Architect born in Kharkiv; studied and worked in Ukrainian design institutes throughout career.
11022,non_migrated,Conductor born in Russia; studied in Leningrad conservatories but career based in Ukraine (Заслужений діяч УРСР 1987).
11023,non_migrated,Sculptor born in Sumy; studied and working in Ukraine; no emigration noted.
11024,non_migrated,Conductor born in Kirovograd region; studied and works in Kyiv-based orchestras.
11025,non_migrated,Composer born in Irpin; studied and works at National Music Academy of Ukraine.
11026,non_migrated,Composer born in Irpin; studied and works in Ukrainian music institutions.
11029,internal_transfer,Artist born in Donetsk region; received title Заслужений діяч мистецтв Білоруської РСР (1983) indicating voluntary career move to Belarusian SSR.
11033,migrated,Born in Prague; daughter of Ivan Leontovych; member of Czech and Prague artists' associations; settled in Czechoslovakia/Western Europe — emigre community.
11045,non_migrated,Painter born in Donetsk region; studied in Kharkiv and career based in Ukraine.
11048,non_migrated,Painter born in Soviet Russia (Khabarovsk); studied in Kyiv and Vladivostok; career based in Ukraine as НСХУ member.
11049,non_migrated,Art scholar born in Volyn; studied in Lviv and career based there.
11051,non_migrated,Painter born and educated in Vinnytsia/Odesa; career based in Ukraine.
11054,non_migrated,Designer born in Kharkiv region; studied and works in Kharkiv; career entirely in Ukraine.
11056,migrated,Sculptor born in Lviv; member of Association of Sculptors of Canada (1993) and head of Ukrainian Union of Fine Artists of Canada (from 2007) — clearly emigrated to Canada.
11058,non_migrated,Painter born in Ivano-Frankivsk region; studied at Kyiv Art Institute (1972) and career based in Ukraine; no emigration indicated.
11059,non_migrated,Painter born in Ivano-Frankivsk region; studied at Kyiv Art Institute (1972) and career based in Ukraine.
11060,non_migrated,Painter born in Ivano-Frankivsk region; studied in Lviv and career in Ukraine.
11062,non_migrated,Singer born in Donetsk region; studied and career based in Ukrainian opera companies.
11068,non_migrated,Painter born in Luhansk region; studied in Kyiv and career in Ukraine.
11069,migrated,Poet born in Buenos Aires into Ukrainian immigrant family; lived in New York then Barcelona since 1983 and Madrid — lifelong Western diaspora figure.
11074,non_migrated,Decorative artist born and educated in Kharkiv; career entirely in Ukraine.
11075,non_migrated,Painter born in Donetsk region; career in Ukraine with no emigration noted.
11076,non_migrated,Decorative artist born in Poltava; career in Ukraine; honorary member of Russian Academy of Arts is an honorary title not emigration.
11077,non_migrated,Graphic artist born and educated in Kharkiv; career based in Ukraine.
11078,non_migrated,Painter born in Kryvyi Rih; career in Ukraine with international prizes from exhibitions abroad.
11079,non_migrated,Translator born in Poltava region; studied in Kyiv and career at Kyiv publishing houses.
11088,non_migrated,Painter born in Riga (Latvian SSR); career and НСХУ membership in Ukraine; no emigration to non-Soviet country noted.
11091,non_migrated,Architect born in Krasnodar (Russia); studied in Kyiv and career in Ukrainian design institutes.
11093,non_migrated,Graphic artist born in Kharkiv; career in Ukraine; member of Russian folk art union is an honorary/professional association not emigration.
11096,non_migrated,Sculptor born in Dnipropetrovsk; studied in Kyiv and career based in Ukraine.
11100,non_migrated,Writer born in Lviv region; studied at Lviv University (1986) and works in Ukrainian journalism/writing.
11105,non_migrated,Painter born and educated in Odesa; career in Ukraine.
11106,non_migrated,Director born in Vinnytsia region; studied in Kyiv and career in Ukrainian television and film.
11107,non_migrated,Cultural figure born in Sumy region; studied and worked in Sumy region throughout career.
11113,migrated,Conductor born in Lviv region; laureate of International Competition in Bamberg (Germany) 2004; career developed in Germany — emigrated to non-Soviet country.
11114,non_migrated,Theatre scholar born in Poltava region; studied in Kharkiv and career in Ukrainian academia.
11118,migrated,Painter born in Kryvyi Rih; studied in Sverdlovsk (Russia) but bio explicitly states emigrated (виїхала) to another country in 1997.
11119,non_migrated,Decorative artist born in Lviv region; studied and worked in Lviv; career entirely in Ukraine.
11120,non_migrated,Art scholar born in Kyiv; studied and worked in Ukrainian institutions (Kyiv and Kyiv-based institutes).
11128,non_migrated,Singer born in Kyiv region; studied and career in Ukrainian opera; Dutch competition prize (1975) is a prize not residency.
11129,non_migrated,Decorative artist born in Ivano-Frankivsk region; studied in Lviv and career in Ukraine.
11131,non_migrated,Painter born in Lviv; studied and career in Ukraine.
11132,non_migrated,Sculptor born in Kyiv; studied and working in Ukraine.
11133,non_migrated,Sculptor born in Chernihiv region; studied in Kyiv and career in Ukraine.
11134,non_migrated,Sculptor born in Chernihiv region; studied in Kyiv and career in Ukraine.
11135,non_migrated,Painter born in Zaporizhzhia; studied in Kharkiv and career in Ukraine.
11136,non_migrated,Poet born in Kazakhstan; studied in Tashkent and Moscow; returned to and based career in Ukraine.
11137,non_migrated,Graphic artist born in Zakarpattia; studied in Uzhhorod and career in Ukraine.
11138,non_migrated,Composer born in Khmelnytskyi region; works in Ukraine; no emigration indicated.
11139,non_migrated,Writer born in Volyn region; career in Ukrainian writing and journalism.
11140,non_migrated,Composer born in Sumy region; studied and works at National Music Academy of Ukraine.
11141,migrated,Painter born in Yavoriv (Lviv region); bio explicitly states 1944–49 in Austria; from 1949 in Canada — emigrated to Canada.
11143,non_migrated,Painter born in Ternopil region; studied in Uzhhorod and Kyiv; career in Ukraine.
11150,non_migrated,Choral conductor born in Lviv; career in Ukrainian music institutions; title Народний артист України confirms Ukraine-based career.
11154,non_migrated,Painter born in Kherson region; studied in Kyiv and career in Ukraine.
11158,non_migrated,Weaving artist born in Cherkasy region; studied in Kyiv and career in Ukraine.
11165,non_migrated,Painter born in Sumy region; studied and career in Ukraine.
11166,non_migrated,Pianist born in Novocherkassk (Russia); studied and career in Ukraine (Kyiv-based).
11172,non_migrated,Art scholar born in Kharkiv; career in Kharkiv-based art institutions in Ukraine.
11173,non_migrated,Painter born in Tula region (Russia); studied in Moscow area but member of НСХУ — career based in Ukraine.
11178,non_migrated,Painter born in Khabarovsk (Russia); studied in Kyiv and career as НСХУ member in Ukraine.
11181,non_migrated,Ceramic artist born in Lviv; studied and career in Ukraine.
11184,non_migrated,Painter born in Simferopol; studied in Kyiv and career in Ukraine.
11186,non_migrated,Painter born in Kharkiv region; studied in Kyiv and career in Ukraine.
11190,migrated,Actor born in Ivano-Frankivsk region; bio states he completed Ukrainian gymnasium in displaced persons camp in Augsburg (Germany) — emigre displaced person who settled outside Soviet sphere.
11192,internal_transfer,Painter born in Donetsk; studied in Kharkiv; bio states he subsequently worked at Kemerovo Art College (Russia — РФ) — voluntary career move to Russian Federation.
11193,non_migrated,Pianist born in Krasnodar (Russia); studied in Rostov and Kyiv; career as Заслужений артист УРСР (1990) confirms Ukraine-based career.
11200,non_migrated,Poet born in Lutsk; studied and career in Ukraine.
