id,name,birth_year,birth_city,profession,bio_text
12899,Мінгальов Олег Володимирович,1959.0,смт Нові Санжари Полтав. обл.,живописець,"(27. 10. 1959, смт Нові Санжари Полтав. обл.) – живописець, фотохудожник, драматург, поет, кінорежисер. Син Ніни, брат Юрія Мінгальових. Закін. Харків. художнє училище (1978; викл. В. Висікайло),..."
12900,Мінгальов Юрій Володимирович,1963.0,смт Нові Санжари Полтав. обл.,дизайнер одягу,"(22. 01. 1963, смт Нові Санжари Полтав. обл.) – дизайнер одягу, кераміст. Син Ніни, брат Олега Мінгальових. Золота медаль Міжнар. виставки-конкурсу в Мілані (Італія), 2-е м. Всесоюз. виставки..."
12903,Міненко Любов Павлівна,1950.0,"м. Канів Київ., нині Черкас. обл.",живописець,"(05. 05. 1950, м. Канів Київ., нині Черкас. обл.) – живописець, графік, художниця театру. Дружина М. Міненка. Премія ім. В. Стуса (2013). Член НСХУ (2000), НСТДУ (2000). Закін. Київський художній інститут (1976;..."
12905,Міненок Сергій Петрович,1954.0,"м. Осипенко, нині Бердянськ Запоріз. обл.",графік,"(23. 04. 1954, м. Осипенко, нині Бердянськ Запоріз. обл.) – графік. Член СХУ (1988). Закін. Київ. худож.-пром. технікум (1973) та худож. інститут (1984; викл. О. Ворона, В. Шостя). Працював ст. техніком відділу..."
12908,Мінін Роман Сергійович,1981.0,"м. Димитров, нині Мирноград Донец. обл.",графік,"(10. 06. 1981, м. Димитров, нині Мирноград Донец. обл.) – графік. Закін. Харків. академію дизайну та мистецтв (2008; викл. В. Гонтаров, Г. Лісничий). На творчій роботі. Організував фестиваль..."
12921,Мінько-Муращик Ірина Олегівна,1960.0,"м. Макіївка Сталін., нині Донец. обл.",художниця декоративного текстилю,"(05. 11. 1960, м. Макіївка Сталін., нині Донец. обл.) – художниця декоративного текстилю, графік. Дочка О. Мінька. Обл. мист. премія ім. З. Флінти (2005). Член НСХУ (1995). Закін. Львів. інститут прикладного..."
12926,Міравчик-Ракович Єлизавета Юріївна,1968.0,Ужгород,художниця декоративно-ужиткового мистецтва,"(28. 12. 1968, Ужгород) – художниця декоративно-ужиткового мистецтва. Онука Г. Міравчика. Обл. мист. премія ім. Й. Бокшая та А. Ерделі (2004, 2015). Член НСХУ (2010). Закін. факультет образотвор. мистецтва..."
12927,Мірзоєв Євнан Ісраїльович,1940.0,"с. Ленінкенд, нині смт Чинарли, Азербайджан",живописець,"(28. 03. 1940, с. Ленінкенд, нині смт Чинарли, Азербайджан) – живописець. Батько Р. Мірзоєва. Член НСХУ (1993). Закін. графіч. факультет Орлов. пед. інституту (РФ, 1974; викл. Ю. Козленков, О. Курнаков). На..."
12928,Мірзоєв Рустам Євнанович,1974.0,Миколаїв,живописець,"(28. 04. 1974, Миколаїв) – живописець. Син Є. Мірзоєва. Член НСХУ (2000). Закін. Крим. художнє училище (Сімферополь, 1993; викл. В. Задирієнко, М. Моргун). На творчій роботі. Учасник всеукр., міжнар...."
12929,Мірзоян Арсен Романович,1978.0,Запоріжжя,естрадний співак,"(20. 05. 1978, Запоріжжя) – естрадний співак. Чоловік Т. Матвієнко. Заслужений артист України (2020). Орден «За заслуги» 3-го ступ. (2022). Закінчив Запорізьку інженерну академію (2000). Відтоді працював на..."
12936,Мірошниченко Євген Гордійович,1939.0,"м. Вітебськ, Білорусь",літературознавець,"(23. 02. 1939, м. Вітебськ, Білорусь) – літературознавець, журналіст. Кандидат філологічних наук (1980). Член НСЖУ (1969), СП РФ (2001). Міжнар. літ. премія ім. Ю. Долгорукого (2005). Закін. Одес. університет (1970)...."
12939,Мірошниченко Ігор Якимович,1964.0,Харків,актор,"(13. 08. 1964, Харків) – актор. Заслужений артист України (2015). Закін. Харків. інститут культури (1985; викл. В. Кокурін) та інститут мистецтв (2007). У 1985–86 – у Рівнен. театрі ляльок. Від 1986 – у Харків...."
12940,Мірошниченко Лілія Ярославівна,1972.0,м. Миколаїв Львів. обл.,літературознавець,"(10. 07. 1972, м. Миколаїв Львів. обл.) – літературознавець. Доктор філологічних наук (2016). Закін. Київський університет (1994), де відтоді й працює: від 2017 – професор кафедри зарубіж. літ-ри...."
