id,name,birth_year,birth_city,profession,bio_text
738,Абаєв Олександр Володимирович,1967.0,Львів,скрипаль,"(26. 09. 1967, Львів) – скрипаль, педагог. Лауреат Міжнар. концерт. радіоконкурсу у Празі (1993), 1-го муз. фестивалю Р. та В. Горовиців у Києві (спец. приз), 7-го Міжнар. конкурсу скрипалів П. Лантьє в..."
741,Абазопуло Володимир  Костянтинович,1951.0,с. Зарожани Хотин. р-ну Чернів. обл.,актор,"(02. 09. 1951, с. Зарожани Хотин. р-ну Чернів. обл.) – актор. Заслужений артист України (1997). Закін. Київ. інститут театр. мистецтва (1977, курс В. Зимньої). Від 1977 працює в Нац. академ. драм. театрі ім. І...."
743,Аббасов Гурбаналі  Гасан Оглу,1952.0,"м. Нахічевань, нині Нахчиван, Азербайджан",естрадний співак,"(16. 01. 1952, м. Нахічевань, нині Нахчиван, Азербайджан) – естрадний співак. Заслужений артист України (1997). Закін. Київську консерваторію (1984, кл. В. Третяка). У 1984–91 – соліст-вокаліст хору; від 1991..."
745,Абдураман Іса,1937.0,"м. Євпаторія, АР Крим",кримськотатарський письменник,"(Абдурахманов; 05. 05. 1937, м. Євпаторія, АР Крим) – кримськотатарський письменник. Член СП СРСР (1979), чл. НСПУ (1997). Закін. Самарканд. університет (1965). Працював робітником (1958–63), ред. ред.-видавн...."
748,Абесинова Олена  Миколаївна,1959.0,Київ,художник-ілюстратор,"(02. 07. 1959, Київ) – художник-ілюстратор. Член НСХУ (1999). Закін. Київ. худож.-пром. технікум (1978). Співпрацювала з видавництвами в галузі реклам. графіки: 1986–88 – художник-ілюстратор ж. «Україна»,..."
752,Аблаєв Іззет  Джемільович,1940.0,"с. Бахчи-Елі Карасубазар. р-ну, нині с. Багате Білогір. р-ну, АР Крим",художник-ювелір,"(23. 02. 1940, с. Бахчи-Елі Карасубазар. р-ну, нині с. Багате Білогір. р-ну, АР Крим) – художник-ювелір, кераміст. Член НСХУ (1996). Закін. у Ташкенті худож. студію окруж. Будинку офіцерів (1965) та ізостудію..."
755,Абрагамовська Христина  Юріївна,1959.0,Львів,художник декоративно-монументального мистецтва,"(13. 06. 1959, Львів) – художник декоративно-монументального мистецтва. Член НСХУ (1989). Закін. Львів. інститут прикладного та декоративного мистецтва (1981, учителі – К. Звіринський, В...."
756,Абраменко Луїза  Іванівна,1945.0,"с. Сергіївка Широків., нині Апостолівського р-ну Дніпроп. обл.",художник-кераміст,"(18. 02. 1945, с. Сергіївка Широків., нині Апостолівського р-ну Дніпроп. обл.) – художник-кераміст. Член НСХУ (1989). Закін. Крим.
худож. училище (1968). Від 1972 працює в Худож. фонді Крим. організації НСХУ...."
759,Абрамова Маріанна Миколаївна,1979.0,Дніпропетровськ,графік і живописець,"(11. 03. 1979, Дніпропетровськ) – графік і живописець. Член НСХУ (2008). Закін. Київський міжнародний університет (2004), навч. в Університеті рос. академії освіти (Москва; від 2005, майстерня Б...."
760,Абрамова Ольга  Миколаївна,1944.0,"м. Умань Київ., нині Черкас. обл.",художник (графіка і плакат),"(04. 05. 1944, м. Умань Київ., нині Черкас. обл.) – художник (графіка і плакат). Член НСХУ (1974). Закін. Київський художній інститут (1968, майстерня В. Пузиркова). Від 1968 працює художником-викл. фах...."
