id,name,birth_year,birth_city,profession,bio_text
3342,Вітер Василь  Петрович,1951.0,с. Великополовецьке Сквир. р-ну Київ. обл.,кінорежисер,"(16. 06. 1951, с. Великополовецьке Сквир. р-ну Київ. обл.) – кінорежисер. Член НСКінУ (1989). Закін. актор. (1972; майстерня М. Верхацького) та режисер. (1981; майстерня В. Кісіна) факультети Київ. інституту..."
3344,Вітковська Наталія  Львівна,1959.0,Київ,живописець,"(22. 02. 1959, Київ) – живописець. Дочка Л. Вітковського, онука М. Рокицького. Член НСХУ (1988). Закін. Київський художній інститут (1983; викл. М. Стороженко, В. Чеканюк). Від 1984 – викладач у Держ. худож...."
3345,Вітковський Вадим Миколайович,1960.0,"с. Борівка Чернівецького, нині Могилів-Подільського р-ну Вінницької обл.",прозаїк,"(08. 03. 1960, с. Борівка Чернівецького, нині Могилів-Подільського р-ну Вінницької обл.) — прозаїк, публіцист. Член НСПУ (2012). Премії імені М. Трублаїні (1982), імені М. Стельмаха (2013), М. Коцюбинського..."
3346,Вітковський В’ячеслав Владикович,1957.0,Київ,балетмейстер,"(25. 03. 1957, Київ) – балетмейстер, педагог. Заслужений артист України (2008). Лауреат 1-го Всеукр. конкурсу балетмейстерів-постановників (Донецьк, 1987). Закін. хореогр. студію при Держ. ансамблі танцю..."
3347,Вітковський Віталій  Вікторович,1926.0,Харків,диригент,"(15. 03.  1926, Харків) – диригент. Заслужений діяч мистецтв України (1995). Учасник 2-ї світової війни, бойові нагороди. Закін. Київську консерваторію (1958; викл. М. Корнештейн). У 1958–81 – диригент..."
3349,Вітовський Олександр  Ідельович,1939.0,"м. Артемівськ, нині Донец. обл.",піаніст,"(04. 12. 1939, м. Артемівськ, нині Донец. обл.) – піаніст, педагог. Доц. (1986). Закін. Київську консерваторію (1964; кл. Є. Слівака, В. Топіліна), де й викладав 1966–67. Від 1967 – у Донец. муз.-пед. інституті (нині..."
3355,Вітте Наталія  Миколаївна,1933.0,Київ,піаністка,"(27. 07.  1933, Київ) – піаністка, педагог. Доц. (1989). Дипломантка Всеукр. конкурсу піаністів (Київ, 1957). Закін. Київську консерваторію (1957; кл. А. Янкевича-Янкелевича), де відтоді й викладає: від 1996 –..."
3356,Вітушинський Віктор Антонович,1951.0,"смт Ключі, нині Камчатського краю, РФ",актор,"(02. 05. 1951, смт Ключі, нині Камчатського краю, РФ) — актор. Заслужений артист України (2014). Закінчив драматичну студію при Київському українському драматичному театрі імені І. Франка (1973;..."
3359,Віхерко Анатолій  Павлович,1937.0,Київ,співак (бас),"(29. 09. 1937, Київ) – співак (бас). Заслужений артист України (1999). Закін. Київське музичне училище ім. Р. Ґлієра (1964; викл. О. Гродзинський). Від 1958 – арт. хору Нац. опери України. У репертуарі –..."
3361,Віценя Лідія  Миколаївна,1954.0,с. Дібрівка Миргород. р-ну Полтав. обл.,письменниця і журналістка,"(09. 11. 1954, с. Дібрівка Миргород. р-ну Полтав. обл.) – письменниця і журналістка. Член НСЖУ (1980), НСПУ (2000). Премія ім. П. Загребельного (2000). Закін. Київський університет (1977). Відтоді – завідувач..."
3363,Віцо Федір,1944.0,"с. Шапинець, округ Свидник, нині Сло-ваччина",український графік і громадський діяч у Словаччині,"(09. 11. 1944, с. Шапинець, округ Свидник, нині Сло-ваччина) – український графік і громадський діяч у Словаччині. Син Ф. Віца. Член СХ Словаччини (1969). Закін. Художню пром. школу у Братиславі (1962)...."
3365,Вішленков Микола  Петрович,1949.0,м. Жмеринка Вінн. обл.,хоровий диригент,"(23. 05.  1949, м. Жмеринка Вінн. обл.) – хоровий диригент, педагог. Закін. Харків. інститут мистецтв (1972; викл. З. Яковлєва). 1972–73 – соліст та хормейстер Ансамблю пісні і танцю Червонопрапор...."
3366,Вішован Владислав  Васильович,1955.0,м. Рахів Закарпатської обл.,живописець,"(25. 03. 1955, м. Рахів Закарпатської обл.) – живописець, графік і скульптор. Член НАН України (1993). Закінчив Прикарпатський університет (Івано-Франківськ, 1996; викладач М. Фіґоль). 1977–89 – оформлювач;..."
3370,Владимиров Олексій  Павлович,1957.0,"с-ще Прирєченськ Краснодар. краю, РФ",скульптор,"(22. 03. 1957, с-ще Прирєченськ Краснодар. краю, РФ) – скульптор. Член НСХУ (1987). Закін. Київський художній інститут (1984; викл. В. Бородай, І. Макогон). Учасник мистецьких виставок від 1985. Персон. – у..."
3381,Власенко Микола  Захарович,1943.0,с. Наморівка Черніг. р-ну Черніг. обл.,дизайнер і живописець,"(06. 03. 1943, с. Наморівка Черніг. р-ну Черніг. обл.) – дизайнер і живописець. Член НСХУ (2000). Закін. Київ. худож.-пром. технікум (1970; викл. В. Головко). Від 1976 оформляв експозиції музеїв; 1978–2000 –..."
