id,migration_status,migration_reasoning
7311,non_migrated,Works in Poltava Technical University since graduation; all exhibitions within Ukraine.
7319,non_migrated,Based in Ukraine; international competition wins but no indication of emigration.
7323,non_migrated,Career in Kyiv graphic art; no emigration indicated.
7327,non_migrated,Works at Lviv and Ternopil institutions throughout career; stays in Ukraine.
7328,non_migrated,Works in Lviv; career and exhibitions all within Ukraine.
7329,non_migrated,Works in Lviv area; career entirely within Ukraine.
7330,non_migrated,Works at Kyiv university since 1994; career entirely within Ukraine.
7335,non_migrated,Works in Dnipropetrovsk cultural institutions; career entirely within Ukraine.
7336,internal_transfer,Graduated Moscow Conservatory (1958) and returned to work in Poltava; moved to Russia for studies then back to Ukraine.
7337,non_migrated,Based in Kryvyi Rih; career entirely within Ukraine.
7338,non_migrated,Career in Kyiv as conductor and composer; entirely within Ukraine.
7339,non_migrated,Works in Kyiv since graduation; career entirely within Ukraine.
7340,non_migrated,Works in Kyiv cultural institutions; career entirely within Ukraine.
7347,non_migrated,Based in Dnipro; career entirely within Ukraine.
7348,non_migrated,Worked in Ukrainian theaters 1954–1966 and thereafter in Ukraine.
7351,non_migrated,Born in Russia but worked 1962–1991 in Zaporizhzhia; career based in Ukraine.
7352,non_migrated,Career as monumental artist based in Ukraine since graduation.
7356,internal_transfer,Worked in newspapers in Altai Krai (Russia) before returning to work in Ukraine 1967–1978.
7359,non_migrated,Works in Ukraine since 1985; career entirely within Ukraine.
7366,non_migrated,Works in Dnipropetrovsk as poet and teacher; career entirely within Ukraine.
7370,non_migrated,Career entirely in Ukraine; studied in Moscow but returned to work in Kyiv.
7372,non_migrated,Based in Dnipropetrovsk; teaching and performing career within Ukraine.
7373,non_migrated,Born in Russia; Member of Ukrainian artists union and works in Ukraine.
7374,non_migrated,Career in Mykolaiv and Ukraine as director; entirely within Ukraine.
7376,non_migrated,Based in Kyiv; studied in Vilnius then returned; career entirely in Ukraine.
7377,non_migrated,Born in Germany (displaced persons camp); works in Kyiv; no indication of emigration from Ukraine.
7378,non_migrated,Works in Kirovohrad and Kyiv; career entirely within Ukraine.
7379,internal_transfer,Graduated Moscow institute and worked in design career; bio indicates Moscow studies but base in Ukraine.
7380,internal_transfer,Born in Belarus; member of Belarusian writers' union; lives and works in Belarus — not Ukrainian-based.
7385,non_migrated,Studied in Moscow (VGIK) but career based in Odesa film studio; worked in Ukraine.
7386,non_migrated,Works in Lviv since early career; career entirely within Ukraine.
7389,non_migrated,Works in Lviv and Ukraine; National Shevchenko Prize winner; career within Ukraine.
7390,internal_transfer,Born in Uzbekistan; studied there; member of Uzbek artists union 1992–95; moved to Crimea/Ukraine; voluntary career move within Soviet sphere.
7392,non_migrated,Born in Turkmenistan; studied in Kharkiv; career as singer based in Ukraine.
7393,non_migrated,Born in Kyiv; career as cellist entirely within Ukraine.
7399,non_migrated,Born in Moscow but career as film director based in Kyiv; works in Ukraine.
7401,non_migrated,Born in Kyiv; studied in Moscow but career based in Ukraine.
7404,non_migrated,Born in Kharkiv; career as sculptor entirely within Ukraine.
7405,non_migrated,Born in Izmail; career as painter entirely within Ukraine (Odesa).
7408,non_migrated,Born in Zhytomyr region; career as artist in Ukraine.
7411,non_migrated,Works in Kyiv since graduation; career entirely within Ukraine.
7413,non_migrated,Career in Ukraine as director; entirely within Ukraine.
7415,non_migrated,Born in Zaporizhzhia; career as pianist and pedagogue within Ukraine.
7420,non_migrated,Born in Donetsk; career as architect in Donetsk/Ukraine.
7423,non_migrated,Born in Kherson region; career as artist within Ukraine.
7424,non_migrated,Born in Russia; works in Ukraine as literary scholar; career based in Ukraine.
7429,non_migrated,Born in Czechoslovakia (Zakarpattia region); career as painter within Ukraine.
7432,non_migrated,Born in Ternopil; works in Kyiv; career entirely within Ukraine.
7433,internal_transfer,Member of Moscow Writers Union and Russian PEN; studied and evidently settled in Moscow; spent substantial career in Russia.
7434,non_migrated,Born in Lviv region; career as literary scholar in Lviv; entirely within Ukraine.
7435,migrated,Born in Germany (diaspora); studied at New York University and Harvard; career as literary scholar in North America — confirmed diaspora.
7441,non_migrated,Born and works in Kyiv; studied at Moscow Literary Institute but career based in Ukraine.
7442,non_migrated,Born in Odesa region; career as director entirely within Ukraine.
7444,non_migrated,Born in Chernivtsi; career as jeweler and painter within Ukraine.
7447,migrated,Studied at Prešov and Košice universities (Czechoslovakia/Slovakia); career as publicist in Slovakia — outside Ukraine.
7449,non_migrated,Born in Russia; career as painter in Odesa from 1961; based in Ukraine.
7450,internal_transfer,Born in Kharkiv; earned Honoured Artist of Russia; career substantially in Russia as musicologist and accordionist.
