id,migration_status,migration_reasoning
9422,non_migrated,Musicologist based in Kyiv; completed Kyiv Conservatory and worked in Ukraine throughout career.
9423,non_migrated,Sculptor based in Ukraine; member of NSHU (1989) with career centred in Ukrainian SSR and independent Ukraine.
9425,non_migrated,Composer and educator based in Mykolaiv; all training and work in Ukraine.
9426,non_migrated,Writer based in Kropyvnytskyi (Kirovograd); all career activity within Ukraine.
9427,non_migrated,Painter born in Russia (Krasnodar Krai); studied in Kharkiv and worked in Ukraine — moved to Ukraine from Russia for career but within Soviet sphere; settled in Ukraine.
9431,non_migrated,Art historian based in Lviv; worked at the Museum of the History of Religion in Lviv from 1966.
9432,non_migrated,Architect based in Ivano-Frankivsk region; all work within Ukraine.
9433,non_migrated,Decorative glass artist born in Poland (Peremyshl voivodeship); settled in Lviv Ukraine and built entire career there as member of NSHU.
9434,non_migrated,Poet based in Lviv; works as a physician in Lviv throughout career.
9436,non_migrated,Theatre artist born in Lviv; studied in Kharkiv and Leningrad but career based in Ukraine — training in Leningrad was part of Soviet-era education not emigration.
9439,non_migrated,Painter born in Kherson; based in Ukraine with international exhibition participation from Ukraine.
9441,non_migrated,Painter born in Kyiv; entire career within Ukraine.
9442,non_migrated,Painter born in Ternopil; studied in Lviv and works within Ukraine.
9446,non_migrated,Writer and publisher based in Zhytomyr; all career activity within Ukraine.
9448,non_migrated,Architect based in Kyiv; worked at Ukrainian NDPI civil construction institute 1971–2011.
9455,non_migrated,Decorative arts artist based in Krivyi Rih; entire career within Ukraine.
9457,internal_transfer,Choral conductor with career in Odesa and Moldova (Zasluzhenyi artyst Moldovy 1991); moved to Chisinau within Soviet sphere for career.
9459,non_migrated,Graphic artist born in Lviv; works at Lviv Academy of Arts throughout career.
9460,non_migrated,Writer and public figure; People's Deputy of Ukraine and lifelong resident of Ukraine.
9462,non_migrated,Writer based in Sumy region; all career activity within Ukraine.
9466,non_migrated,Painter and graphic artist born in Khmelnytskyi oblast; member of both NSHU and SH RF — studied in Vladivostok but returned and is member of Ukrainian artists' union; no clear emigration.
9468,non_migrated,Painter based in Khmelnytskyi; taught at Khmelnytskyi children's art school from 1968.
9469,non_migrated,Decorative ceramics artist; worked at Ivano-Frankivsk ceramics factory 1974–2003.
9472,non_migrated,Singer (baritone) based in Lviv; soloist at Lviv opera throughout career.
9473,unknown,Russian literary scholar born in Ryazan (RF); described as Russian translator — insufficient bio detail to determine if he settled in Ukraine for substantial life.
9478,non_migrated,Painter born in Donetsk; trained in Penza (RF) then worked in Donetsk and Kyiv — remained within Ukraine.
9485,non_migrated,Graphic artist born in Russia (Sverdlovsk oblast); studied in Sverdlovsk then settled in Ukraine — wife of A. Kostenko; member NSHU 1972 indicating long-term Ukrainian residence.
9488,non_migrated,Prose writer born in Odesa; member NSPU 2006 and based in Ukraine throughout career.
9490,non_migrated,Painter born in Luhansk; studied in Kyiv and career within Ukraine.
9492,non_migrated,Writer and cultural figure; lifelong resident of Ukraine; received Ordre national de la Légion d'honneur (France 2022) as recognition from abroad but lives in Ukraine.
9495,non_migrated,Monumental-decorative artist born in Kirovograd oblast; studied in Lviv and based in Ukraine.
9497,non_migrated,Painter born in Kyiv; entire career within Ukraine.
9500,non_migrated,Musicologist born in Russia (Sverdlovsk oblast); studied at Astrakhan Conservatory then settled in Ukraine — member NSKU 2005 indicating Ukrainian-based career.
9501,non_migrated,Graphic artist born in Liubotyn (Kharkiv oblast); all career within Ukraine.
9502,non_migrated,Miniature art painter born in Russia (Ivanovo oblast); settled in Ukraine and is member NSHU — career in Ukraine.
9503,non_migrated,Poet based in Cherkasy oblast; worked as journalist and editor in Kyiv publishing house.
9507,non_migrated,Animation director born in Crimea; worked at Kyiv animation studio until 1997 and based in Ukraine.
9508,non_migrated,Screenwriter born in Kyiv; all career activity within Ukraine.
9509,non_migrated,Painter born in Dniprodzerzhynsk; career within Ukraine.
9510,unknown,Painter born in Lviv 1888 — entry date of death unknown (marked ?); insufficient info to determine migration status.
9513,unknown,Theatre artist born in Kharkiv 1906 — date of death unknown (marked ?); insufficient info to classify.
9515,non_migrated,Painter based in Kalusha (Ivano-Frankivsk oblast); participated in exhibitions from 1990s within Ukraine.
9516,non_migrated,Sculptor born in Ivano-Frankivsk oblast; studied in Lviv and based in Ukraine.
9517,non_migrated,Painter born in Rivne oblast; member NSHU 2000 and based in Ukraine.
9518,non_migrated,Poet and translator based in Ternopil oblast; recipient of Myunikh prize (Munich 2003) as recognition from abroad but career based in Ukraine.
9519,non_migrated,Painter born in Russia (Khabarovsk Krai); settled in Ukraine — member NSHU 2000 indicating long-term Ukrainian residence.
9521,non_migrated,Textile artist born in Russia (Tyumen); studied in Moscow then worked in Kerch (Crimea) — settled in Ukrainian territory.
9522,non_migrated,Designer born in Donetsk; studied at Moscow Academy then returned to Ukraine — daughter of Kostins based in Ukraine.
9523,non_migrated,Sculptor born near Moscow (Lyublino); settled in Ukraine — member NSHU 1965 indicating lifelong Ukrainian career.
9524,non_migrated,Sculptor born in Kyiv; entire career within Ukraine.
9530,non_migrated,Screenwriter born in Donetsk oblast; studied at VGIK (Moscow) then worked in Odesa from 1993.
9532,non_migrated,Composer born in Donetsk oblast; studied at Ural Conservatory briefly then finished at Kharkiv — based in Ukraine.
9533,non_migrated,Singer (soprano) born in Lviv oblast; career based in Lviv throughout.
9534,non_migrated,Decorative artist born in Melitopol; worked in Lutsk and Lviv within Ukraine.
9535,non_migrated,Painter born in Vinnytsia oblast; studied in Leningrad — Soviet-era education — but career based in Ukraine.
9539,non_migrated,Painter born in Volyn oblast; studied in Moscow correspondence university but worked in Ukraine.
9540,non_migrated,Satirist and journalist born in Chernihiv oblast; worked in Ukraine throughout career.
9541,non_migrated,Painter born in Ivano-Frankivsk oblast; married to Z. Gerenda; based in Ukraine.
9542,non_migrated,Singer born in Ternopil oblast; Kyiv and Lviv-based career throughout.
9543,non_migrated,Musicologist born in Ivano-Frankivsk; career at Prykarpattia University throughout.
9547,non_migrated,Architect born in Zhytomyr oblast; career in Kherson region of Ukraine throughout.
9554,non_migrated,Painter born in Luhansk oblast; studied in Kharkiv and based in Ukraine.
9555,internal_transfer,Military conductor who studied at Moscow Conservatory (1988) and served at Black Sea Fleet — career partially in Russia within Soviet sphere but based in Ukraine.
9556,non_migrated,Art historian born in Russia (Arkhangelsk oblast); settled in Simferopol (Crimea) Ukraine — member NSHU and worked in Crimean museums.
9557,non_migrated,Pianist born in Tashkent; studied in Dnipropetrovsk and Kyiv and career based in Ukraine.
9558,non_migrated,Architect-restorer born in Chernihiv oblast; career based in Ukraine throughout.
9559,non_migrated,Painter born in Kyiv; prize at Paris salon (2003) as recognition — based in Ukraine; member NSHU 2002.
9561,non_migrated,Actor born in Kirovograd oblast; worked in Kirovograd theatre and Ukraine throughout career.
9563,non_migrated,Painter born in Kyiv; career within Ukraine; member NSHU 2012.
9564,non_migrated,Singer born in Rivne oblast; career within Ukraine as folk weaving master and singer.
9565,non_migrated,Pianist born in Donetsk oblast; career within Ukraine.
9566,unknown,Actor born 1894 — date of death unknown (marked ?); pre-Soviet era figure; insufficient info.
9570,non_migrated,Painter born in Ivano-Frankivsk; career within Ukraine.
9573,non_migrated,Graphic artist born in Yalta (Crimea); worked in Yalta and based in Ukrainian territory.
9574,non_migrated,Singer (baritone) born in Kherson oblast; studied briefly in Minsk (Byelorussian SSR) and Zaporizhzhia — career primarily in Ukraine.
9576,non_migrated,Sculptor born in Russia (Primorsky Krai); studied in Kyiv and based in Ukraine — member NSHU 1960.
9579,non_migrated,Decorative arts artist born in Kharkiv oblast; studied in Kharkiv and career within Ukraine.
9581,non_migrated,Art historian born in Kharkiv; career at Kharkiv institutions throughout.
9582,non_migrated,Painter born in Simferopol; studied at Kharkiv Academy and works in Kharkiv.
9592,non_migrated,Painter born in Odesa; career within Ukraine; member NSHU 1995.
9596,non_migrated,Painter born in Odesa; career within Ukraine; member NSHU 2000.
9597,non_migrated,Actor born in Dnipropetrovsk; career in Kryvyi Rih and Ukrainian theatres throughout.
9599,non_migrated,Poet born in Volyn oblast; career within Ukraine.
9604,non_migrated,Violinist born in Kyiv; daughter of Borys Korotovych — career within Ukraine.
9606,non_migrated,Graphic artist born in Mariupol; studied in Saratov (RF) then returned and based in Ukraine.
9608,migrated,Conductor born in Kyiv; emigrated to Israel — bio mentions Israeli residence and he was awarded Orden Za zasluhy but his career post-1990 was primarily in Israel (Kyiv Camerata then Israel).
9610,migrated,Sorbolu-Lusatian (Sorbian) writer born in Germany; never Ukrainian resident — literature in Sorbian language in Germany; included in Ukrainian reference as diaspora contact.
9611,non_migrated,Painter born in Lviv; career based in Lviv throughout.
9612,non_migrated,Painter born in Tiraspol (Moldova); studied in Kyiv and worked in Ukraine — member NSHU 1974.
9613,non_migrated,Graphic artist born in Kyiv; career within Ukraine.
9617,non_migrated,Graphic artist born in Kyiv; career within Ukraine; member NSHU.
9618,non_migrated,Musicologist born in Kharkiv; career at Kharkiv institutions throughout.
9623,non_migrated,Director born in Lviv; career within Ukraine; member NSJU 1998.
9625,non_migrated,Singer (baritone) born in Lviv oblast; career within Ukraine.
9626,non_migrated,Writer born in Kharkiv; studied and worked in Kharkiv and Kyiv within Ukraine.
9627,non_migrated,Painter born in Russia (Kursk oblast); settled in Kharkiv Ukraine — career within Ukraine; member NSHU 2008.
9629,non_migrated,Painter born in Izmail; studied in Odesa and Lviv; career within Ukraine.
9630,non_migrated,Choral conductor born in Chernihiv; career within Ukraine.
9631,migrated,Ukrainian writer in Slovakia; born in Slovakia and lifetime career within Slovak Ukrainian diaspora community — member of Union of Ukrainian Writers of Slovakia.
9632,non_migrated,Decorative arts artist born in Bila Tserkva; studied in Kharkiv and career within Ukraine.
9643,non_migrated,Painter born in Russia (Kursk oblast); studied in Moscow then settled in Ukraine — worked in Donetsk region from 1978; member NSHU.
9644,non_migrated,Painter born in Donetsk; studied in Kharkiv and career within Ukraine.
9645,non_migrated,Director and actor born in Kyiv; career within Ukraine.
9649,migrated,Bass singer born in Vinnytsia oblast; People's Artist of USSR (1983); performed internationally — career primarily in Kyiv but extensive international opera career (Vienna; Met; Covent Garden) suggesting emigration post-1991; needs further verification — classifying as migrated based on known international career.
9651,non_migrated,Poet and literary scholar born in Ternopil oblast; studied at Simferopol University then career in Ukraine.
9653,non_migrated,Graphic artist born in Russia (Khabarovsk Krai); studied in Kyiv and career in Vinnytsia region of Ukraine.
9654,non_migrated,Literary scholar born in Vinnytsia oblast; career at Ukrainian universities.
9658,non_migrated,Decorative arts artist born in Ivano-Frankivsk oblast; studied in Kosiv and career within Ukraine.
9661,migrated,Rusyn writer in Serbia; born in Vojvodina (Serbia) and lifetime career within the Rusyn community of Serbia — never Ukrainian resident.
9663,non_migrated,Singer (baritone) born in Russia (Novosibirsk); studied at Kyiv Conservatory and worked there throughout career — settled in Ukraine.
9664,non_migrated,Actor born in Lviv; career within Ukraine.
9665,non_migrated,Conductor born in Kharkiv; career within Ukraine; award at Polish competition as recognition from abroad.
9667,non_migrated,Graphic artist born in Kyiv; career within Ukraine; member NSHU.
9672,non_migrated,Singer (mezzo-soprano) born in Donetsk; career within Ukraine.
9677,migrated,Painter born in Poland (Ustryky Polishni); emigrated to Edmonton Canada (1965); studied at Concordia University Montreal (1987) — settled in Canada.
9678,migrated,Literary scholar born in Germany (Forst); daughter of D. Nytchenko; lifelong career in Australia — head of Association of Ukrainists of Australia; member NTSh (1979) confirming diaspora status.
9680,migrated,Violinist born in Odesa; Zasluzheny artyst Rosii (2000) — emigrated to Russia; career built in Moscow and internationally.
9684,non_migrated,Actor born in Zaporizhzhia oblast; career within Ukraine.
9686,non_migrated,Graphic artist born in Chernihiv oblast; studied in Lviv and career within Ukraine.
9692,non_migrated,Architect born in Ternopil oblast; career in Kyiv state institutions throughout.
9693,non_migrated,Screenwriter born in Kyiv; career in Kyiv theatre and television within Ukraine.
9695,non_migrated,Actor born in Poltava oblast; career within Ukrainian theatres.
9697,non_migrated,Theatre and film artist born in Kyiv; career within Ukraine.
9698,non_migrated,Painter born in Zakarpattia oblast; career within Ukraine; member NSHU 1984.
9699,non_migrated,Painter born in Lviv; career within Ukraine.
9701,non_migrated,Choreographer born in Kharkiv; career within Ukraine; member NSHU.
9702,non_migrated,Painter born in Dnipropetrovsk oblast; studied in Rostov (RF) then returned and worked in Zaporizhzhia region of Ukraine.
9704,non_migrated,Graphic artist born in Lviv oblast; career within Ukraine.
9708,non_migrated,Painter born in Vinnytsia oblast; studied in Yaroslavl (RF) then settled in Vorkuta (RF) area — unclear if returned to Ukraine; bio says "від..." suggesting ongoing Ukraine career; member NSHU 1991.
9709,non_migrated,Cultural figure born in Kyiv oblast; career within Ukraine's circus and cultural sector.
9710,non_migrated,Sculptor born in Dnipropetrovsk; studied in Moscow then returned; career within Ukraine.
9711,non_migrated,Literary scholar born in Lviv; career at Lviv University throughout; member NTSh 2002.
9712,non_migrated,Painter-restorer born in Zhytomyr oblast; career within Ukraine.
9715,non_migrated,Sculptor born in Russia (Primorsky Krai); studied in Kyiv and settled in Ukraine — member NSHU 1989.
9719,non_migrated,Painter born in Russia (Karelia); studied in Odesa and is member of Moscow Artists' Union — bio suggests career between Russia and Ukraine; insufficient clear Ukrainian settlement evidence — classifying as internal_transfer given Moscow SH membership alongside Ukrainian residence.
9720,non_migrated,Actor born in Russia (Rostov oblast); studied in Tambov (RF) then worked at Luhansk Russian Drama Theatre within Ukraine.
9722,non_migrated,Actor born in Russia (Altai Krai); studied in Kyiv and worked in Ukrainian theatres — settled in Ukraine.
9729,non_migrated,Painter born in Odesa; career within Ukraine; member NSHU 1992.
9730,non_migrated,Pianist born in Odesa; studied in Odesa; award at Italian competition (1996) as recognition from abroad — based in Ukraine.
9731,non_migrated,Literary scholar and publicist; member NSPU 2021; career in Sumy region of Ukraine.
9733,non_migrated,Monumental-decorative artist born in Ivano-Frankivsk; studied in Odesa and Leningrad — Soviet-era education — career within Ukraine.
9735,non_migrated,Art historian born in Lviv; career at Lviv institutions throughout.
9736,non_migrated,Architect born in Kyiv; career at Kyiv University of Construction and Architecture throughout.
9737,non_migrated,Painter born in Zhytomyr oblast; studied in Lviv and career within Ukraine; People's Artist of Ukraine 2020.
9743,non_migrated,Painter born in Kirovograd oblast; career within Ukraine; member NSHU.
9746,non_migrated,Monumental-decorative artist born in Odesa; career in Odesa within Ukraine.
9748,non_migrated,Painter born in Odesa; studied in Lviv and career within Ukraine; People's Artist of Ukraine 2020.
9749,non_migrated,Conductor born in Odesa; studied in Moscow military conducting institute then worked in Ukrainian Music Fund — based in Ukraine.
9751,non_migrated,Decorative arts artist born in Cherkasy oblast; studied in Chisinau (Moldavian SSR) — Soviet-era training — then worked in Ukraine.
9752,non_migrated,Graphic artist born in Kyiv; entire career within Ukraine.
9753,non_migrated,Prose writer born in Kyiv; career in Odesa and Kyiv publishing within Ukraine.
9754,non_migrated,Painter born in Vinnytsia; career at Vinnytsia pedagogical university throughout.
9755,non_migrated,Literary scholar born in Drohobych; career at Drohobych pedagogical university throughout.
9760,non_migrated,Decorative ceramics artist born in Zhytomyr; studied in Lviv and career within Ukraine.
9761,non_migrated,Art historian born in Kyiv; career at Kyiv institutions throughout.
9762,non_migrated,Pianist born in Leningrad; studied there then settled in Ukraine — Zasluzheny artyst Ukrainy 2006 confirming Ukrainian career.
9763,non_migrated,Literary scholar born in Donetsk oblast; career at Donetsk University throughout.
9767,non_migrated,Painter born in Khmelnytskyi oblast; studied in Kyiv and career within Ukraine.
9768,non_migrated,Painter born in Lviv; career within Ukraine; member NSHU 2010.
9770,non_migrated,Conductor born in Russia (Belgorod oblast); studied at Leningrad Conservatory then worked in Ukraine — Zasluzheny artyst URSR 1972 confirming Ukrainian career.
9773,non_migrated,Monumental-decorative artist born in Poland (Lublin voivodeship); settled in Ukraine — member NSHU 1988; career within Ukraine.
9776,non_migrated,Graphic artist born in Poland (Korshen voivodeship); studied in Odesa and career within Ukraine; member NSHU 2010.
9779,non_migrated,Painter born in Zhytomyr oblast; studied in Orel (RF) then career within Ukraine; member NSHU.
9781,non_migrated,Poet born in Lutsk; worked in Kyiv then returned to Ukraine; member NSPU 2008.
9784,non_migrated,Actor born in Latvia (Liepaja); studied in Kyiv and career within Ukraine; Zasluzheny diyach 2012.
9785,non_migrated,Theatre scholar born in Ternopil oblast; career at Ukrainian universities; Zasluzheny diyach 1998.
9786,non_migrated,Prose writer born in Kyiv oblast; career within Ukraine.
9787,non_migrated,Painter born in Ternopil oblast; studied in Kosiv and Kyiv; career within Ukraine.
9789,non_migrated,Decorative arts artist born in Russia (Kemerovo oblast); settled in Ukraine — Zasluzheny mayster 2006 confirming Ukrainian career; member NSMNAM 2000.
9794,non_migrated,Cinematographer born in Kremenchuk; studied at VGIK (Moscow) then worked in Kyiv — based in Ukraine.
