id,migration_status,migration_reasoning
3840,non_migrated,Lived and worked in Ukraine throughout career; no emigration or forced relocation mentioned.
3841,non_migrated,Lived and worked in Ukraine; no emigration mentioned.
3842,non_migrated,Studied in Moscow but based career in Ukraine; no emigration or long-term Soviet-republic relocation indicated.
3844,non_migrated,Entire career in Ukraine (Kyiv National Opera); no emigration mentioned.
3845,migrated,Born in Munich; settled in USA (Parma Ohio) from 1970 — spent adult life in non-Soviet country.
3848,non_migrated,Lived and worked in Ukraine (Poltava); no emigration mentioned.
3856,migrated,Born in New York; career built in USA as Ukrainian pianist and composer — confirmed diaspora figure.
3859,non_migrated,Born in Moscow but career entirely in Ukrainian SSR (Mykolaiv); no emigration or coercion mentioned.
3860,non_migrated,Lived and worked in Ukraine throughout career; no emigration mentioned.
3861,non_migrated,Lived and worked in Ukraine (Ternopil); no emigration mentioned.
3862,non_migrated,Lived and worked in Ukraine; no emigration mentioned.
3864,non_migrated,Entire career at Lviv theatre in Ukraine; no emigration mentioned.
3867,migrated,Born in Yugoslavia (Serbia) and lived entire life there as Rusyn poet — part of Ukrainian/Rusyn diaspora settled in non-Soviet country; never in Soviet sphere.
3872,non_migrated,Born in Russia but career based in Odesa Ukraine from 1998; no emigration to non-Soviet country mentioned.
3873,non_migrated,Born in Belarus; career based in Ukraine (Dnipro opera) from 1975; no emigration mentioned.
3875,non_migrated,Entire career in Ukrainian SSR; no emigration mentioned.
3879,non_migrated,Lived and worked in Ukraine (Dnipropetrovsk); no emigration mentioned.
3880,non_migrated,Lived and worked in Ukraine; no emigration mentioned.
3883,non_migrated,Lived and worked in Ukraine (Kharkiv); no emigration mentioned.
3884,non_migrated,Career based in Ukraine (Kyiv film studio); no emigration mentioned.
3885,non_migrated,Lived and worked in Ukraine (Kharkiv); no emigration mentioned.
3887,non_migrated,Lived and worked in Ukraine (Odesa); no emigration mentioned.
3888,non_migrated,Lived and worked in Ukraine; no emigration mentioned.
3890,non_migrated,Lived and worked in Ukraine (Zakarpattia); no emigration mentioned.
