id,name,birth_year,birth_city,profession,bio_text
1272,Бабинський Ярослав Іванович,1951.0,"с. Тишківці, нині Городенків. р-ну Івано-Фр. обл.– 19. 08. 2002, Івано-Франківсь",композитор,"(22. 07. 1951, с. Тишківці, нині Городенків. р-ну Івано-Фр. обл.– 19. 08. 2002, Івано-Франківськ) – композитор, педагог. Член НСКУ (1995). Закін. Львів. консерваторію (1987; кл. композиції А. Кос-Анатольського, Л...."
1273,Бабич Сергій Юрійович,1953.0,м. Дніпродзержинськ Дніпроп. обл.,графік і живописець,"(15. 07. 1953, м. Дніпродзержинськ Дніпроп. обл.) – графік і живописець. Член НСХУ (1992). Закін. Дніпроп. інж.-буд. інститут (1977; викл. Б. Волков, О. Петров). Відтоді працював архітектором у..."
1278,Бабич Ігор Анатолійович,1937.0,"с. Красний Колядин Дмитрів., нині Талалаїв. р-ну Черніг. обл.",співак (баритон),"(04. 04.  1937, с. Красний Колядин Дмитрів., нині Талалаїв. р-ну Черніг. обл.) – співак (баритон). Заслужений артист УРСР (1974). Закін. Київське музичне училище ім. Р. Ґлієра (1965; кл. вокалу В. Безручкіна)...."
1280,Бабич Ярослава Віталіївна,1976.0,Кіровоград,поетеса,"(24. 07. 1976, Кіровоград) – поетеса. Закін. Університет «Києво-Могилянська академія» (1998). Член НСПУ, літ. об’єдн. «Степ» (1992). Автор зб. поезій «За русявим морем» (Кр., 1992), віршів і перекладів..."
1285,Бабій Михайло Васильович,1948.0,Вінниця,живописець,"(18. 03. 1948, Вінниця) – живописець. Заслужений художник України (2012). Член НСХУ (1989). Закін. Київський художній інститут (1975; майстерня В. Шаталіна). Відтоді працює на Вінн. худож.-вироб. комбінаті...."
1287,Бабій Степан Олександрович,1940.0,"с. Голибіси, нині Мирове Шумського р-ну Терноп. обл.",письменник,"(28. 03. 1940, с. Голибіси, нині Мирове Шумського р-ну Терноп. обл.) – письменник. Член НСПУ (1981). Закін. Терноп. мед. інститут (1970). Працював лікарем, 1993– 94 – заступник представника Президента, 1995–97 –..."
1291,Бабков Сергій Андрійович,1948.0,Житомир,художник декоративно-ужиткового мистецтва,"(03. 31. 1948, Житомир) – художник декоративно-ужиткового мистецтва. Чоловік Г. Кусько. Член НСХУ (1990). Закін. Львів. інститут прикладного та декоративного мистецтва (1972). У 1982– 92 – художник монум...."
1292,Бабкова Олександра Андріївна,1923.0,"с. Середній Єгорлик, нині Ростов. обл., РФ",графік,"(28. 09. 1923, с. Середній Єгорлик, нині Ростов. обл., РФ) – графік. Член НСХУ (1960). Закін. Саратов. худож. училище (1949; викл. І. Щеглов, Б. Миловидов) та Київ. худож. інститут (1955; педагог О. Пащенко). Від 1958..."
1294,Бабляк Леся  Леонідівна,1977.0,Львів,художниця декоративно-ужиткового мистецтва,"(05. 02. 1977, Львів) – художниця декоративно-ужиткового мистецтва. Закін. Львів. коледж декор.-ужитк. мистецтва (1997), навч. у Львів. АМ (від 1997; викл. В. Овсійчук, К. Маркевич). Працює у галузі реліг...."
1295,Бабочиєв Віктор Османович,1949.0,"м. Прокоп’євськ Кемеров. обл., РФ",художник декоративного мистецтва,"(10. 11. 1949, м. Прокоп’євськ Кемеров. обл., РФ) – художник декоративного мистецтва. Член НСХУ (1994). Закін. Харків. худож.-пром. інститут (1980; викл. Б. Косарев, В. Міленін, С. Бесєдін). 1980–83 працював у..."
1297,Бабушкін Сергій В’ячеславович,1947.0,"Свердловськ, нині Єкатеринбург, РФ",архітектор,"(10. 04. 1947, Свердловськ, нині Єкатеринбург, РФ) – архітектор. Член-кореспондент АМУ (2001). Член СА СРСР (1974) та НСАУ (1991). Заслужений архітектор України (1997). Державна премія України в галузі..."
1298,Бабушкін Борис Майович,1954.0,Севастополь,поет,"(12. 05. 1954, Севастополь) – поет. Член НСПУ (2003). Закін. Сімфероп. університет (1981). Учителює. Ред. молодіж. літ.-худож. альманаху «Зеленая лампа». Автор зб. «Деревья в августе» (1995), «Прежде первого..."
1299,Бабчук Світлана Олександрівна,1969.0,с. Бережки Дубровиц. р-ну Рівнен. обл.,співачка,"(26. 09. 1969, с. Бережки Дубровиц. р-ну Рівнен. обл.) – співачка. Дружина М. Бабчука. Заслужений артист України (2002). Закін. Дубнів. культурне училище (1987; хоровий ф-т, викл. В. Українець)...."
1300,Бавер Лідія Миколаївна,1924.0,"м. Онєга Архангел. обл., РФ",художник,"(31. 12. 1924, м. Онєга Архангел. обл., РФ) – художник. Член НСХУ (1964). Закін. Моск. інститут декор.-приклад. мистецтва (1951; викл. М. Ростовцев, М. Денисовський). Працювала у майстернях декор. мистецтва..."
1301,Багаліка Юрій Васильович,1958.0,Київ,скульптор,"(14. 02. 1958, Київ) – скульптор. Член НСХУ (1989). Закін. Київський художній інститут (1982; майстерня В. Бородая, викл. з малюнка – О. Титов). Від 1981 бере участь у респ., всеукр. та закордон. (Австрія, 1991;..."
1302,Багата Ніна Павлівна,1943.0,с. Високе Охтир. р-ну Сум. обл.,поетеса,"(12. 04. 1943, с. Високе Охтир. р-ну Сум. обл.) – поетеса. Член НСПУ (1999). Літ. премія Сум. облради (1999). Закін. Івано-Фр. інститут нафти і газу (1972). Працювала бухгалтером Охтир. нафтогазовидобувного упр.;..."
1307,Багдасарян Карен Драстоматович,1929.0,"с. Ошакан Аштарак. р-ну, Вірменія",живописець,"(23. 11. 1929, с. Ошакан Аштарак. р-ну, Вірменія) – живописець. Член НСХУ (1970). Навч. у Вірмен. (1946–50) і Моск. (1950– 51; викл. А. Саханов, В. Бакшеєв) худож. училищах. Працює в галузі темат. живопису, а також у..."
1309,Багинська-Гурджі Вікторія Іллівна,1926.0,"м. Краснодар, РФ",кримчацька письменниця,"(30. 06. 1926, м. Краснодар, РФ) – кримчацька письменниця, перекладачка, фольклористка. Закін. Краснодар. пед. інститут (1953). Учителювала у станиці Єрьомінській (1956–59), Краснодарі (1960– 74), була..."
