id,name,birth_year,birth_city,profession,bio_text
10389,Купрієнко В’ячеслав Миколайович,1964.0,"м. Комунарськ, нині Алчевськ Луган. обл.",поет,"(28. 02. 1964, м. Комунарськ, нині Алчевськ Луган. обл.) – поет, бард. Член НСПУ (2014). Лауреат 1-го (2000) та 2-го (2001) Моск. міжнародних фестивалів «Віват, Перемого!», 3-го Міжнар. фестивалю «Солдати 21..."
10390,Купрієнко Леонід Павлович,1947.0,"м. Сталінабад, нині Душанбе",художник деко­ративно-мону­мен­тального мистецтва,"(27. 11. 1947, м. Сталінабад, нині Душанбе) – художник деко­ративно-мону­мен­тального мистецтва. Член НСХУ (1980), СХ Таджикистану (1987). Закін. у Душанбе політех. інститут (1971) та Респ. художнє училище..."
10393,Купріянова Алла Зиновіївна,1961.0,Дніпропетровськ,живописець,"(24. 03. 1961, Дніпропетровськ) – живописець, дизайнер, поетеса. Член Союзу дизайнерів Москви (2013). Закін. Дніпроп. інж.-буд. інститут (1983). Займалася галерей. діяльністю (1991–93), дизайном інтер’єрів..."
10395,Купцова Тетяна Михайлівна,1945.0,"м. Омськ, РФ",живописець,"(04. 10. 1945, м. Омськ, РФ) – живописець, графік. Мати Ю. Гур’євої. Заслужений художник України (2016). Член НСХУ (1977). Закін. Омський пед. інститут (РФ, 1968; викл. А. Ліберов, Р. Черепанов). Голова Об’єдн...."
10397,Купчинська Меланія,1962.0,"м. Нью-Брансвік, шт. Нью-Джерсі, США",скрипалька,"(20. 11. 1962, м. Нью-Брансвік, шт. Нью-Джерсі, США) – скрипалька. Дочка Я. Купчинсь­­кого. З родини укр. емігрантів. Закін. Консерваторію Нової Анг­­лії (1985). Виступає як солістка симф. оркестрів..."
10398,Купчинський Ярема,1928.0,"м. Стрий, нині Львів. обл.",віолончеліст,"(12. 09. 1928, м. Стрий, нині Львів. обл.) – віолончеліст, диригент, педагог. Батько М. Купчинської. Навч. у гімназіях Львова та Берхтесґадена (Німеччина). Закін. Муррей Стейт коледж (шт. Кентуккі, 1951;..."
10399,Кур’ята Ніна Володимирівна,1978.0,смт Зеленогірське Любашів. р-ну Одес. обл.,поетеса,"(25. 02. 1978, смт Зеленогірське Любашів. р-ну Одес. обл.) – поетеса. Дочка В. Кур’яти. Лауреатка Між­нар. конкурсу молодих літераторів «Гранослов» (2004). Член НСПУ (2004). Кандидат біологічних наук (2005)...."
10400,Курак Станіслав Петрович,1946.0,"с. Снігурівка, нині місто Микол. обл.",графік,"(30. 09. 1946, с. Снігурівка, нині місто Микол. обл.) – графік. Лауреат Респ. конкурсу плаката (Київ, 1985). Член НСХУ (1995). Закін. Укр. полігр. інститут у Львові (1988; викл. В. Овчинников, А. Попов). Працював у..."
10401,Кураколова Лариса  Юріївна,1937.0,"с. Косачівка, нині Козелец. р-ну Черніг. обл.",перекладачка,"(01. 11. 1937, с. Косачівка, нині Козелец. р-ну Черніг. обл.) – перекладачка, літературознавець. Дочка Ю. Збанацького. Закін. Київський університет (1960). Викладала у Нац. пед. ун- ті (Київ, 1963–97). Відтоді..."
10402,Куралех Світлана Степанівна,1942.0,"с. Горне Саратов. обл., РФ",поетеса,"(14. 05. 1942, с. Горне Саратов. обл., РФ) – поетеса, драматург. Обл. літ. премія ім. В. Шутова (1993), Міжнар. літ. премія ім. Ю. Долгорукого (Москва, 2011). Член НСПУ (1995). Закін. Харків. інститут залізнич...."
10403,Куратова Марія  Григорівна,1960.0,Харків,дизайнер,"(23. 01. 1960, Харків) – дизайнер. Дружина С. Тининики. Член Спілки дизайнерів України (2001), НСХУ (2008). Закін. Харків. худож.-пром. інститут (1986; викл. В. Нарозян, О. Омель­ченко, С. Черниченко). Працює у..."
10405,Курач Володимир Володимирович,1958.0,м. Золочів Львів. обл.,хоровий диригент,"(06. 09. 1958, м. Золочів Львів. обл.) – хоровий диригент, педагог. Брат Ю. Курача. Доц. (2005). Народний артист України (2020). Заслужений діяч мистецтв України (1997). Закін. Київську консерваторію (1986; кл. М...."
10406,Курач Юрій  Володимирович,1958.0,м. Золочів Львів. обл.,хоровий диригент,"(06. 09. 1958, м. Золочів Львів. обл.) – хоровий диригент, педагог. Брат В. Курача. Народний артист України (2016). Закін. Київську консерваторію (1986; кл. В. Дженкова). Від 1984 – диригент, від 2007 – гол...."
10409,Курбала Євген Михайлович,1949.0,с. Чернечий Яр Дикан. р-ну Пол­тав. обл.,живописець,"(13. 08. 1949, с. Чернечий Яр Дикан. р-ну Пол­тав. обл.) – живописець, худож­ник-монументаліст, графік Дип­­лом 2-го ступеня ВДНГ УРСР (Київ, 1980). Член НСХУ (1993). Закін. Харків. худож.-пром. інститут (1980;..."
10411,Кургінян Гагік Татевосович,1953.0,Єреван,живописець,"(26. 12. 1953, Єреван) – живописець. Народний майстер декоративно-ужиткового мистецтва України (1982). Член НСХУ (1989). У Запоріжжі навч. у Дит. худож. школі (1964; викл. М. Ле-­ля), закін. Мед. інститут (1977)...."
10413,Курдиновський Василь Григорович,1871.0,,публіцист,"(12(24). 08. 1871, с. Лютенські Будища, нині Зіньків. р-ну Полтав. обл. – ?) – публіцист, педагог. Закін. Полтав. духовні училище та семінарію, С.-Петербур. духовну академію (1895) зі ступ. канд...."
10418,Куржев Валентин Умарович,1947.0,Львів,диригент,"(24. 02. 1947, Львів) – диригент, педагог. Заслужений артист УРСР (1983). Закін. Львів. консерваторію (1970). Відтоді (з перервою) працював у Донец. театрі опери та балету ім. А. Солов’яненка: 1996–99 – гол...."
10424,Курилів Ігор Володимирович,1954.0,"с. Угорники, нині Івано-Фр. міськради",диригент,"(09. 01. 1954, с. Угорники, нині Івано-Фр. міськради) – диригент, продюсер, культурно-громадський діяч. Народний артист України (2019). Заслужений діяч мистецтв України (2004), засл. діяч культури Польщі..."
