id,migration_status,migration_reasoning
6822,non_migrated,Born in Russia (North Ossetia) but career was based in Ukraine (Kyiv film studio and Nebitage TV studio); no emigration outside Soviet/FSU sphere indicated.
6824,non_migrated,Kyiv-based theatre artist and member of NSKU; received Polish cultural honour but career and residency remained in Ukraine.
6829,unknown,Bio mentions study in Saratov (Russia) in late 1930s but no clear indication of permanent emigration or return; death date unknown.
6832,non_migrated,Born in Šiauliai (Lithuania) but trained at Kyiv Art Institute and career is Ukraine-based; no emigration outside Ukraine indicated.
6834,non_migrated,Born and career entirely in Ivano-Frankivsk region of Ukraine; no emigration indicated.
6835,non_migrated,Born and career entirely in Kirovograd region and Dnipro area of Ukraine; no emigration indicated.
6836,non_migrated,Born Lviv; career as soloist with Ukrkoncert and Ukrainian institutions; no emigration indicated.
6837,non_migrated,Born Kolomyia; career as pianist and scholar in Ivano-Frankivsk region; no emigration indicated.
6840,non_migrated,Born in Russia (Tver) but career entirely in Ukrainian SSR (Odesa; Kyiv studios); no emigration outside Soviet/FSU sphere indicated.
6845,non_migrated,Born Bila Tserkva; career as conductor and pedagogue based in Ukraine; no emigration indicated.
6846,non_migrated,Born Berdyansk; career as painter and teacher based in Berdyansk; no emigration indicated.
6847,non_migrated,Born in Zaporizhzhia region; career as graphic artist based in Zaporizhzhia; no emigration indicated.
6850,non_migrated,Born Lviv; philosopher and translator working at Lviv institutions throughout career; no emigration indicated.
6851,non_migrated,Born Vinnytsia region; actor and pedagogue with career entirely in Ukrainian theatres; no emigration indicated.
6856,unknown,Born Sevastopol 1922; studied Kyiv 1937-40; WWII participant; exhibition activity from 1956 in Ukraine; death date unknown; insufficient info on post-war location.
6858,non_migrated,Born near Lviv; soprano singer with career in Ukrainian opera; received Polish cultural honour but based in Ukraine.
6859,non_migrated,Born Tbilisi; trained at Tbilisi theatre institute and worked there briefly before moving to Ukraine where career continued; remained in FSU/Ukraine sphere.
6862,non_migrated,Born Donetsk region; sculptor with career based in Ukraine; no emigration indicated.
6864,non_migrated,Born Nizhny Novgorod (Russia); career as sculptor based in Lviv/Ukraine from at least 1957; no emigration outside Ukraine.
6870,non_migrated,Born Luhansk; painter with career entirely in Ukraine; no emigration indicated.
6872,non_migrated,Born Zhytomyr region; painter and teacher based at Odesa/Pivdennoukrainska university throughout career; no emigration indicated.
6873,non_migrated,Born Kharkiv; choral conductor and pianist based in Kyiv throughout career; no emigration indicated.
6874,non_migrated,Born Kyiv; baritone singer and teacher; career as soloist in Ukrainian ensembles; no emigration indicated.
6878,non_migrated,Born Kyiv region; writer who lives in home village; career entirely in Ukraine; no emigration indicated.
6879,non_migrated,Born Kyiv; trained at Leningrad higher art school (Soviet); career as graphic designer based in Ukraine; no emigration indicated.
6882,non_migrated,Born Lviv region; decorative arts artist with career entirely in Lviv; no emigration indicated.
6883,non_migrated,Born Rivne region; literary scholar working at Rivne institutions throughout career; no emigration indicated.
6884,non_migrated,Born Kyiv; painter and member of NSKU with career entirely in Ukraine; no emigration indicated.
6887,non_migrated,Born Chisinau (Moldova); musicologist and singer based in Ukraine; international competition wins in Toulouse and elsewhere but career based in Ukraine.
6888,non_migrated,Born Vinnytsia region; decorative artist and painter with career entirely in Ukraine; no emigration indicated.
6895,non_migrated,Born Kyiv; literary scholar working at Kyiv University throughout career; no emigration indicated.
6897,non_migrated,Born Petrivka; Petrivka painting artist with career in Dnipropetrovsk region; no emigration indicated.
6899,non_migrated,Born in what is now Poland but grew up and career entirely in Lviv/Ukraine; member of NSKU; no emigration outside Ukraine.
6903,non_migrated,Born Ivano-Frankivsk region; graphic artist with career in that region; no emigration indicated.
6905,non_migrated,Born Kryvyi Rih; countertenor with career based in Ukraine; no emigration indicated.
6910,non_migrated,Born Berdyansk; literary scholar with career in Kharkiv and Zaporizhzhia region; no emigration indicated.
6915,non_migrated,Born Zakarpattia; literary scholar working at Chernivtsi University throughout career; no emigration indicated.
6916,non_migrated,Born Drohobych; painter and graphic artist with career in western Ukraine; no emigration indicated.
6923,non_migrated,Born Horlivka; literary scholar working at Kyiv institutions; no emigration indicated.
6924,non_migrated,Born Kyiv; art scholar with career entirely in Kyiv; no emigration indicated.
6925,non_migrated,Born Ivano-Frankivsk; art scholar and curator based in Ivano-Frankivsk; no emigration indicated.
6926,non_migrated,Born Lviv region; decorative glass artist with career entirely in Lviv; no emigration indicated.
6927,non_migrated,Born Kyiv; painter and textile artist with career entirely in Ukraine; exhibition in Serbia (Novi Sad) is competition participation not emigration.
6930,non_migrated,Born Simferopol; painter with career in Crimea/Ukraine; no emigration outside Ukraine indicated.
6931,non_migrated,Born Krasnoperekopsk (Crimea); graphic artist trained in Kharkiv; career in Kharkiv and Ukraine; no emigration indicated.
6934,migrated,Born Moscow; trained at Crimean art school and Venice Academy of Art (Italy 1992-94); Venice study abroad indicates period outside Soviet sphere; settled in Ukraine but with Western art education.
6935,non_migrated,Born in Russian Far East (Sakhalin); career as painter based in Ukraine (Kyiv); no emigration outside Soviet/FSU sphere.
6936,non_migrated,Born Dnipropetrovsk; painter with career entirely in Ukraine; no emigration indicated.
6937,non_migrated,Born Rivne; graphic artist trained and based in Kyiv; no emigration indicated.
6938,non_migrated,Born Kyiv; painter with career based in Kyiv; exhibitions in Atlanta mentioned but no emigration.
6939,non_migrated,Born Chernihiv region; choral conductor with long career at National Opera of Ukraine in Kyiv; no emigration indicated.
6944,non_migrated,Born Kyiv; conductor and professor with career entirely at Kyiv institutions; no emigration indicated.
6945,non_migrated,Born Kyiv; poet with career entirely in Kyiv; no emigration indicated.
